"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:MF","chemokine receptor activity","GO:0004950","0.003490885706262258","2.457064370020592","26","582","7","20166","ACKR2,CCR5,CCR2,XCR1,CCR8,CX3CR1,CCR4"
"GO:MF","structural constituent of ribosome","GO:0003735","0.003853914583633213","2.414097915074402","448","582","31","20166","RPS19,RPL17,RPS6,RPS27,RPS26,RPSAP58,RPS20,RPL7,RPL30,RPL31,RPL21,RPS3,RPL6,RPS2,RPS15A,RPL29,RPS4Y1,RPL39L,RPL7L1,RPL9,RPL5,RPL12,RPL7A,RPS27L,RPS24,RPL27A,RPL35A,RPL10A,RPL36,RPL23A,RPL22"
"GO:MF","glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase activity","GO:0047238","0.005231743001504286","2.281353597973139","6","582","4","20166","CHSY3,CHPF2,CHSY1,CHPF"
"GO:MF","nicotinamide-nucleotide adenylyltransferase activity","GO:0000309","0.012722562217022221","1.8954254166233955","3","582","3","20166","NMNAT2,NMNAT3,NMNAT1"
"GO:MF","ATP-dependent FeS chaperone activity","GO:0140663","0.012722562217022221","1.8954254166233955","3","582","3","20166","NUBP1,NUBP2,NUBPL"
"GO:MF","aromatase activity","GO:0070330","0.02586926420907256","1.587215923602127","24","582","6","20166","CYP1B1,CYP3A4,CYP3A5,CYP1A2,CYP1A1,CYP2C18"
"GO:MF","nicotinate-nucleotide adenylyltransferase activity","GO:0004515","0.04979422691843031","1.3028210058909961","4","582","3","20166","NMNAT2,NMNAT3,NMNAT1"
"GO:BP","cytoplasmic translation","GO:0002181","4.3708483329669646e-12","11.3594342631279","158","563","28","21092","RPS19,RPL17,RPS6,RPS27,RPS26,RPS20,RPL7,RPL30,RPL31,RPL21,RPS3,RPL6,RPS2,RPS15A,RPL29,RPL9,RPL5,RPL12,RPL7A,RPS24,RPL27A,NCBP2,RPL35A,RPL10A,RPL36,RPL23A,RPL22,YBX1"
"GO:BP","organonitrogen compound metabolic process","GO:1901564","2.0863552260695678e-10","9.680611745963304","6522","563","257","21092","RPS19,RPL17,IFNW1,PARP8,F2R,ENC1,RPS6,IFNK,CKS2,CHSY3,RNF38,SLC26A1,MEF2C,TXN,MINDY1,RPS27,SHC1,CKS1B,SNAPIN,RUSC1,ERLEC1,XDH,NRXN1,CDC42BPA,CAMKMT,CALM2,VEGFA,CYP1B1,SMYD3,MYB,CDK19,PRDM1,EEF1A1,KLHL31,GSTA3,ODC1,GDF7,FKBP1B,IFT172,MSRA,MEP1A,PECAM1,FAM20A,MAP2K6,NME1,SUMO2,CELA1,NAB2,RPS26,PRKAG1,PCBP2,TARBP2,KANSL1,KRT13,KLHL10,CHPF2,PRKAG2,VIM,EOMES,TGM4,TRAK1,RPSAP58,CX3CR1,GLI3,TPPP,SOX4,F13A1,SERPINB6,MARCHF6,ATPSCKMT,MEP1B,RPS20,RPL7,NECAB1,RPL30,YWHAZ,AZIN1,EEF1D,CEP41,ART4,APOLD1,KCTD17,NTF3,CSTA,FAM162A,GAPDH,PRSS2,PRSS3,MAOA,SAT1,ACOT9,BMX,RPL31,LMO7,SETDB2,NEK5,HMGB1,RPL21,MMP13,MMP7,ART1,RPS3,APBB1,NECAB3,YWHAB,TGM6,EEF1A2,UCKL1,SIRPA,FKBP1A,DNMT3B,CTSZ,GTF2H3,PPP1CC,RPL6,PLA2G1B,ANTXR1,PPP2R2A,PPIA,UBE2D2,SLC26A2,CAMK2A,PPP2R2B,FAM20C,CYP3A4,CYP3A5,ACTB,RPS2,PKD1,RBBP6,RPS15A,ABAT,SESN2,AK2,AZIN2,PABPC4,UMOD,CETP,CNOT1,CTRB2,MT3,NECAB2,DPEP2,GAN,TYK2,MECP2,C3,RPL29,MBD4,RPS4Y1,BTK,OGT,CAPN6,RPL39L,NRK,SPOCK3,HAND2,FBXO8,ASB5,SPCS3,VEGFC,CAMK2D,ALPK1,CFI,UBE2D3,MTMR7,DLC1,RPL9,PPP2R2C,RNF4,NAT8L,PANK2,F13B,KLHL20,RNASEL,FAM20B,NMNAT2,RPL5,GFI1,PDE4B,RPL12,GBGT1,RPL7A,DAB2IP,DUOX2,PARP6,CYP1A2,CYP1A1,USP3,RPS27L,MINDY2,BCL2L10,KLHL25,CHSY1,PARP16,MBL2,RPS24,USP54,FAS,NANOS1,PPP2R2D,PPP1CA,BAAT,BUB1B,CHST14,BDNF,RPL27A,LDHA,BRSK1,CHKA,TNKS1BP1,SLC8A3,G2E3,CDC42BPB,BRF1,TRIM41,BOK,SUMO3,NMNAT3,PLSCR1,NCBP2,RPL35A,PIK3CA,TNIK,PFN2,UGT1A1,EEF1B2,CHPF,PRKAG3,DBI,DPP10,WDSUB1,MARCHF7,TMCC2,C4BPA,NGF,RPL10A,RPL36,ZAP70,MPV17L2,MYH7,GALNT17,RPL23A,HSPA8,CBL,DRD2,PTS,RPL22,KLHL17,NMNAT1,CENPS,PLA2G2A,CTRC,EPHA8,YBX1,PPCS,ND1"
"GO:BP","protein metabolic process","GO:0019538","5.259029919356435e-10","9.279094358417492","5462","563","224","21092","RPS19,RPL17,IFNW1,PARP8,F2R,ENC1,RPS6,IFNK,CKS2,CHSY3,RNF38,MEF2C,TXN,MINDY1,RPS27,SHC1,CKS1B,SNAPIN,RUSC1,ERLEC1,XDH,NRXN1,CDC42BPA,CAMKMT,CALM2,VEGFA,CYP1B1,SMYD3,MYB,CDK19,PRDM1,EEF1A1,KLHL31,ODC1,GDF7,FKBP1B,IFT172,MSRA,MEP1A,PECAM1,FAM20A,MAP2K6,SUMO2,CELA1,NAB2,RPS26,PRKAG1,PCBP2,TARBP2,KANSL1,KRT13,KLHL10,CHPF2,PRKAG2,VIM,EOMES,TGM4,TRAK1,RPSAP58,CX3CR1,GLI3,TPPP,SOX4,F13A1,SERPINB6,MARCHF6,ATPSCKMT,MEP1B,RPS20,RPL7,NECAB1,RPL30,YWHAZ,AZIN1,EEF1D,CEP41,ART4,APOLD1,KCTD17,NTF3,CSTA,FAM162A,GAPDH,PRSS2,PRSS3,BMX,RPL31,LMO7,SETDB2,NEK5,HMGB1,RPL21,MMP13,MMP7,ART1,RPS3,APBB1,NECAB3,YWHAB,TGM6,EEF1A2,SIRPA,FKBP1A,DNMT3B,CTSZ,GTF2H3,PPP1CC,RPL6,PLA2G1B,ANTXR1,PPP2R2A,PPIA,UBE2D2,CAMK2A,PPP2R2B,FAM20C,ACTB,RPS2,PKD1,RBBP6,RPS15A,SESN2,AZIN2,PABPC4,UMOD,CNOT1,CTRB2,MT3,NECAB2,DPEP2,GAN,TYK2,MECP2,C3,RPL29,RPS4Y1,BTK,OGT,CAPN6,RPL39L,NRK,SPOCK3,FBXO8,ASB5,SPCS3,VEGFC,CAMK2D,ALPK1,CFI,UBE2D3,MTMR7,DLC1,RPL9,PPP2R2C,RNF4,F13B,KLHL20,RNASEL,FAM20B,RPL5,GFI1,RPL12,GBGT1,RPL7A,DAB2IP,PARP6,USP3,RPS27L,MINDY2,BCL2L10,KLHL25,CHSY1,PARP16,MBL2,RPS24,USP54,FAS,NANOS1,PPP2R2D,PPP1CA,BUB1B,CHST14,BDNF,RPL27A,BRSK1,CHKA,TNKS1BP1,SLC8A3,G2E3,CDC42BPB,BRF1,TRIM41,BOK,SUMO3,NCBP2,RPL35A,PIK3CA,TNIK,PFN2,EEF1B2,CHPF,PRKAG3,DBI,DPP10,WDSUB1,MARCHF7,TMCC2,C4BPA,NGF,RPL10A,RPL36,ZAP70,MPV17L2,GALNT17,RPL23A,HSPA8,CBL,DRD2,RPL22,KLHL17,CENPS,CTRC,EPHA8,YBX1"
"GO:BP","translation","GO:0006412","4.793808634980263e-7","6.319319306645898","736","563","52","21092","RPS19,RPL17,ENC1,RPS6,RPS27,CYP1B1,EEF1A1,RPS26,TARBP2,KRT13,VIM,RPSAP58,SOX4,RPS20,RPL7,RPL30,EEF1D,GAPDH,RPL31,RPL21,RPS3,EEF1A2,RPL6,RPS2,RPS15A,SESN2,PABPC4,CNOT1,RPL29,RPS4Y1,RPL39L,RPL9,RPL5,RPL12,RPL7A,RPS27L,KLHL25,RPS24,NANOS1,PPP1CA,RPL27A,TNKS1BP1,BRF1,NCBP2,RPL35A,EEF1B2,RPL10A,RPL36,MPV17L2,RPL23A,RPL22,YBX1"
"GO:BP","regulation of biological quality","GO:0065008","0.0000011625173656098206","5.934600550926447","3726","563","158","21092","RPS19,F2R,RPS6,MEF2C,TXN,SEMA6A,SLAMF8,RHBG,SNAPIN,MCL1,XDH,NRXN1,PFN3,CALM2,VEGFA,CYP1B1,BORCS6,FKBP1B,RHAG,MEP1A,PECAM1,FAM20A,MAP2K6,NME1,ASIC1,TUBA1A,CRHR1,KCNH6,KLHL10,ACKR2,VIM,THRB,CCR5,CCR2,XCR1,CCR8,CX3CR1,CCR4,PRL,SOX4,F13A1,GALR1,JPH1,YWHAZ,FZD6,KCNQ3,LMOD2,LYZ,KCTD17,CHRM2,ADIPOR2,AKR1B10,C3AR1,UPK3A,SCNN1A,GAPDH,MAOA,IL1RAPL1,GPM6B,P2RY8,TPT1,HMGB1,SESN3,VSTM5,CCKBR,RALY,FKBP1A,CTSZ,STX2,HPS4,HSCB,PLA2G1B,PPIA,GABRG2,CAMK2A,HNRNPA0,CYP3A4,CYP3A5,ACTB,PKD1,NUBP1,ABAT,SESN2,RHCE,PABPC4,UMOD,CETP,CNOT1,MT4,MT3,ZNF423,MECP2,HRH1,ABHD6,PROK2,BTK,OGT,GRIA3,IL1RAPL2,GLRA3,GPM6A,VEGFC,ALB,CAMK2D,CCKAR,CTNNA2,PANK2,F13B,RNASEL,RPL5,GFI1,PDE4B,DAB2IP,DUOX2,CYP1A2,CYP1A1,USP3,TPM1,RHCG,TLE3,CTNNA3,RPS24,CYP2C18,FAS,FFAR4,NANOS1,PPP1CA,STX3,BDNF,ABCC8,BRSK1,FTH1,TNKS1BP1,SLC8A3,GPR65,EVL,SIX1,TRA2B,BOK,PLSCR1,PIK3CA,NLGN1,PFN2,UGT1A1,TANC1,MARCHF7,PIGR,NGF,HCN2,MYH7,MKS1,SMTNL2,HSPA8,DRD2,SLC2A5,PLA2G2A,CTRC,YBX1"
"GO:BP","cellular macromolecule biosynthetic process","GO:0034645","0.0000012139091481686592","5.915813815670557","1193","563","70","21092","RPS19,RPL17,ENC1,RPS6,CHSY3,RPS27,CYP1B1,EEF1A1,GYS1,RPS26,TARBP2,KRT13,CHPF2,VIM,TRAK1,RPSAP58,SOX4,RPS20,RPL7,NECAB1,RPL30,EEF1D,GYS2,GAPDH,RPL31,RPL21,RPS3,NECAB3,EEF1A2,RPL6,RPS2,RPS15A,SESN2,PABPC4,CNOT1,MT3,NECAB2,RPL29,RPS4Y1,OGT,RPL39L,RPL9,FAM20B,RPL5,RPL12,GBGT1,RPL7A,RPS27L,KLHL25,CHSY1,RPS24,NANOS1,PPP1CA,CHST14,RPL27A,TNKS1BP1,BRF1,NCBP2,RPL35A,EEF1B2,CHPF,PRKAG3,DBI,RPL10A,RPL36,MPV17L2,GALNT17,RPL23A,RPL22,YBX1"
"GO:BP","peptide biosynthetic process","GO:0043043","0.0000018767346571803168","5.726597125923366","765","563","52","21092","RPS19,RPL17,ENC1,RPS6,RPS27,CYP1B1,EEF1A1,RPS26,TARBP2,KRT13,VIM,RPSAP58,SOX4,RPS20,RPL7,RPL30,EEF1D,GAPDH,RPL31,RPL21,RPS3,EEF1A2,RPL6,RPS2,RPS15A,SESN2,PABPC4,CNOT1,RPL29,RPS4Y1,RPL39L,RPL9,RPL5,RPL12,RPL7A,RPS27L,KLHL25,RPS24,NANOS1,PPP1CA,RPL27A,TNKS1BP1,BRF1,NCBP2,RPL35A,EEF1B2,RPL10A,RPL36,MPV17L2,RPL23A,RPL22,YBX1"
"GO:BP","organonitrogen compound biosynthetic process","GO:1901566","0.00000597712576486475","5.22350760606825","1777","563","90","21092","RPS19,RPL17,ENC1,RPS6,CHSY3,SLC26A1,RPS27,CYP1B1,EEF1A1,ODC1,NME1,RPS26,TARBP2,KRT13,CHPF2,PRKAG2,VIM,TRAK1,RPSAP58,SOX4,ATPSCKMT,RPS20,RPL7,NECAB1,RPL30,AZIN1,EEF1D,GAPDH,SAT1,RPL31,RPL21,RPS3,NECAB3,EEF1A2,UCKL1,RPL6,SLC26A2,RPS2,RPS15A,ABAT,SESN2,AK2,AZIN2,PABPC4,CNOT1,MT3,NECAB2,RPL29,RPS4Y1,OGT,RPL39L,HAND2,RPL9,PANK2,FAM20B,NMNAT2,RPL5,RPL12,GBGT1,RPL7A,RPS27L,KLHL25,CHSY1,PARP16,RPS24,NANOS1,PPP1CA,CHST14,RPL27A,CHKA,TNKS1BP1,BRF1,NMNAT3,PLSCR1,NCBP2,RPL35A,EEF1B2,CHPF,DBI,RPL10A,RPL36,MPV17L2,GALNT17,RPL23A,PTS,RPL22,NMNAT1,YBX1,PPCS,ND1"
"GO:BP","multicellular organism development","GO:0007275","0.000013066268759436418","4.883848413072597","4823","563","188","21092","RPS19,IFNW1,DNAI1,ENC1,NFIB,RPS6,IFNK,SHC3,RNF38,MEF2C,SEMA6A,SLAMF8,BCAN,SHC1,SNAPIN,SSTR4,RIN2,XDH,NRXN1,OVOL2,MIA3,SIX3,CALM2,VEGFA,CYP1B1,MYB,THEMIS,PRDM1,GJA10,YWHAQ,ODC1,GDF7,FKBP1B,IFT172,RHAG,H3F3B,PECAM1,MAP2K6,NME1,CELA1,GYS1,NAB2,CRHR1,KLHL10,EN2,GJD4,VIM,AHR,HOXA4,THRB,EOMES,CCR2,TRAK1,CX3CR1,CCR4,GLI3,TPPP,PRL,SOX4,TUBB2B,COBL,NECAB1,YWHAZ,FZD6,CSMD3,APOLD1,CHADL,CHRM2,ADIPOR2,C3AR1,UPK3A,NTF3,GPR15,ARL6,HMGN1,IL1RAPL1,ARX,SAT1,GPM6B,SETDB2,HMGB1,MMP13,VSTM5,CCKBR,APBB1,MYT1,FKBP1A,CTSZ,ARVCF,PPP1CC,HSCB,ANTXR1,PPIA,PCDHGC3,GABRG2,CAMK2A,FAM20C,ACTB,PKD1,RBBP6,ABAT,IFT140,PABPC4,UMOD,TPPP3,CNOT1,MT3,ZNF423,MECP2,C3,RPL29,PROK2,IFT122,PLP1,BTK,OGT,PHF6,IL1RAPL2,NRK,HMGB3,HAND2,HPGD,GPM6A,VEGFC,RPL7L1,DLC1,CCKAR,CTNNA2,PANK2,GFI1,CYP4A22,NFIA,DAB2IP,PBX3,DUOX2,PARP6,CYP1A2,CYP1A1,ZP3,SCAPER,TPM1,CHSY1,LDB3,ZNF365,MYPN,POLL,NANOS1,HMX3,PPP1CA,STX3,BAAT,IFITM5,BDNF,ABCC8,LDHA,BRSK1,SLC8A3,FOXG1,TTC8,EVL,SIX1,TRA2B,BOK,PIK3CA,NLGN1,TNIK,GPR171,TM4SF1,NAB1,UGT1A1,CHN1,GLI2,MARCHF7,ETNK2,NGF,TLE5,ZAP70,MYH7,MKS1,CBL,HINFP,DRD2,PTS,RPL22,KLHL17,ZBTB17,EPHA8,YBX1"
"GO:BP","system development","GO:0048731","0.000024525744455089818","4.610377801161855","4369","563","173","21092","RPS19,IFNW1,DNAI1,ENC1,NFIB,RPS6,IFNK,SHC3,RNF38,MEF2C,SEMA6A,SLAMF8,BCAN,SHC1,SNAPIN,SSTR4,RIN2,XDH,NRXN1,OVOL2,MIA3,SIX3,CALM2,VEGFA,CYP1B1,MYB,THEMIS,PRDM1,GJA10,YWHAQ,ODC1,GDF7,FKBP1B,IFT172,RHAG,H3F3B,PECAM1,MAP2K6,NME1,CELA1,GYS1,NAB2,CRHR1,KLHL10,EN2,VIM,AHR,HOXA4,THRB,EOMES,CCR2,TRAK1,CX3CR1,CCR4,GLI3,TPPP,PRL,SOX4,TUBB2B,COBL,YWHAZ,FZD6,CSMD3,APOLD1,CHADL,CHRM2,ADIPOR2,C3AR1,UPK3A,NTF3,GPR15,HMGN1,IL1RAPL1,ARX,SAT1,GPM6B,SETDB2,HMGB1,MMP13,VSTM5,CCKBR,APBB1,MYT1,FKBP1A,CTSZ,PPP1CC,HSCB,ANTXR1,PPIA,PCDHGC3,GABRG2,CAMK2A,FAM20C,ACTB,PKD1,ABAT,IFT140,PABPC4,UMOD,MT3,ZNF423,MECP2,C3,PROK2,IFT122,PLP1,BTK,OGT,IL1RAPL2,NRK,HMGB3,HAND2,HPGD,GPM6A,VEGFC,DLC1,CCKAR,CTNNA2,PANK2,GFI1,CYP4A22,NFIA,DAB2IP,PBX3,DUOX2,PARP6,CYP1A2,CYP1A1,ZP3,SCAPER,TPM1,CHSY1,LDB3,ZNF365,MYPN,POLL,NANOS1,HMX3,PPP1CA,STX3,BAAT,IFITM5,BDNF,ABCC8,LDHA,BRSK1,SLC8A3,FOXG1,TTC8,EVL,SIX1,TRA2B,BOK,PIK3CA,NLGN1,TNIK,GPR171,NAB1,UGT1A1,CHN1,GLI2,MARCHF7,NGF,TLE5,ZAP70,MYH7,MKS1,CBL,DRD2,PTS,RPL22,KLHL17,EPHA8"
"GO:BP","peptide metabolic process","GO:0006518","0.00002751090235012963","4.560495164635577","926","563","56","21092","RPS19,RPL17,ENC1,RPS6,RPS27,CYP1B1,EEF1A1,GSTA3,MEP1A,RPS26,TARBP2,KRT13,VIM,RPSAP58,SOX4,RPS20,RPL7,RPL30,EEF1D,GAPDH,RPL31,RPL21,RPS3,EEF1A2,CTSZ,RPL6,RPS2,RPS15A,SESN2,PABPC4,CNOT1,RPL29,RPS4Y1,RPL39L,SPCS3,RPL9,RPL5,RPL12,RPL7A,RPS27L,KLHL25,RPS24,NANOS1,PPP1CA,RPL27A,TNKS1BP1,BRF1,NCBP2,RPL35A,EEF1B2,RPL10A,RPL36,MPV17L2,RPL23A,RPL22,YBX1"
