"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","establishment of localization","GO:0051234","0.00004005718642822674","4.397319558327706","4913","476","164","21092","VAMP8,TUBA1A,SLC26A1,RHOBTB1,MEP1B,CLDN15,SLC39A2,STX4,PYCARD,TRAK1,MBL2,FTH1,ABAT,IFT122,SPHK2,FFAR1,RPH3A,SLC10A4,MOGAT2,SLC10A1,SLC8A3,XCR1,TTYH1,PLA2G1B,TTYH3,CCKAR,DRD2,MTX2,PLA2R1,SCNN1A,TPT1,PDE4B,CHRM2,PPP1CC,PHETA1,FYTTD1,UQCRFS1,RHCG,BTK,TXN,AZIN2,DNAI1,COX5B,IGHM,DBI,BORCS6,ANTKMT,CNIH2,RAB1B,KLC2,GRIA3,CNIH1,VPS53,AP3M2,CALM3,CHP2,IFT140,MT3,SLC22A17,RNASEL,PLP1,RBP7,HINFP,TMPRSS4,MCL1,CBL,CEP41,OS9,ITLN1,SCAP,SESN2,HBE1,MINK1,AHNAK,PLTP,TRAPPC3,CETP,HCN2,MTX1,IFT172,SNAPIN,CHTOP,SLC2A5,TTC8,ABCC8,BRSK2,CHKA,DPP10,PITPNM1,STX3,GABRG2,WWC1,SPAG16,RHAG,FKBP1B,YWHAQ,GJA10,TRAPPC3L,HMGN3,UBL4A,SLC10A3,VEGFA,XDH,CNIH3,CNIH4,NRXN1,ERLEC1,MTX3,F2R,MEF2C,MECP2,PRKAG1,TTYH2,SLC26A11,LRRC8E,SLC26A2,SLC22A7,SLC25A26,PIK3CA,NLGN1,PFN2,BOK,SLC10A2,GPM6B,GET1,GPM6A,GLRA3,ARL6,CD200,HMGB1,DLG2,KCNQ3,AZIN1,YWHAZ,SLC26A7,JPH1,GALR1,PRL,SOX4,NUP153,KLHL20,APBB3,RIN2,ATPSCKMT,NECAB3,YWHAB,APOLD1,SLC16A7,NTF3,UPK3A,CEP135,VEGFC,SPCS3,GC,NECAB2,PRKAG2,GJD4,GLI3,SEC61G,SLC20A2,KCNH6,MRC2,HSPA8,STX2"
"GO:BP","localization","GO:0051179","0.0005762623011388048","3.239379790869655","5540","476","175","21092","VAMP8,TUBA1A,SLC26A1,RHOBTB1,MEP1B,CLDN15,SLC39A2,STX4,PYCARD,TRAK1,ZNF423,MBL2,FTH1,SIX1,ABAT,IFT122,SPHK2,FFAR1,RPH3A,SLC10A4,MOGAT2,BDNF,SLC10A1,SLC8A3,XCR1,MYADM,TTYH1,PLA2G1B,TTYH3,CCKAR,DRD2,MTX2,HEPACAM,PLA2R1,SCNN1A,TPT1,PDE4B,CHRM2,PPP1CC,PHETA1,FYTTD1,UQCRFS1,RHCG,BTK,TXN,AZIN2,DNAI1,COX5B,IGHM,DBI,BORCS6,ANTKMT,CNIH2,RAB1B,KLC2,GRIA3,CNIH1,VPS53,AP3M2,CALM3,CGNL1,NUBP1,CHP2,IFT140,MT3,SLC22A17,RNASEL,PLP1,RBP7,HINFP,TMPRSS4,MCL1,CBL,CEP41,OS9,MEPCE,ITLN1,SCAP,SESN2,HBE1,MINK1,AHNAK,PLTP,TRAPPC3,CETP,HCN2,MTX1,IFT172,SNAPIN,CHTOP,SLC2A5,TTC8,ABCC8,BRSK2,CHKA,DPP10,PITPNM1,STX3,GABRG2,WWC1,SPAG16,RHAG,FKBP1B,YWHAQ,GJA10,TRAPPC3L,HMGN3,UBL4A,SLC10A3,VEGFA,XDH,CNIH3,CNIH4,NRXN1,ERLEC1,MTX3,F2R,MEF2C,MECP2,PRKAG1,TTYH2,SLC26A11,LRRC8E,SLC26A2,SLC22A7,SLC25A26,PIK3CA,NLGN1,TNIK,PFN2,BOK,SUMO3,SLC10A2,GPM6B,GET1,GPM6A,GLRA3,ARL6,CD200,HMGB1,DLG2,KCNQ3,AZIN1,YWHAZ,SLC26A7,JPH1,GALR1,PRL,SOX4,NUP153,KLHL20,APBB3,RIN2,ATPSCKMT,NECAB3,YWHAB,APOLD1,SLC16A7,NTF3,UPK3A,CEP135,VEGFC,SPCS3,GC,NECAB2,PRKAG2,GJD4,GLI3,SEC61G,SLC20A2,KCNH6,MRC2,SKAP1,HSPA8,STX2"
"GO:BP","organonitrogen compound metabolic process","GO:1901564","0.000639056638389359","3.1944606494317336","6522","476","199","21092","DAB2IP,TTLL11,RPL23A,USP54,RPS26,MYB,SLC26A1,RNF38,NMNAT2,ITK,MEP1B,EEF1B2,NAB2,MAPK7,PYCARD,TRAK1,CDC42BPB,MBL2,PPP2R2B,BAAT,FAS,FAM20A,ABAT,MBD4,SPHK2,RPL18,CAMKMT,NAT8L,FAM20B,RPL21,SERPINB8,BDNF,SPOCK3,SLC8A3,CX3CR1,MYADM,CHSY1,KLHL17,PLA2G1B,EEF1A1,DRD2,MARCHF7,CAPN6,WDSUB1,GAPDH,FAM20C,GUCY2D,PDE4B,F13A1,PPP1CC,F13B,RPL35A,PPP2R2A,BTK,MAPK4,FAM162A,TXN,PABPC4,AZIN2,PARP6,DUOX2,DBI,EEF1D,ANTKMT,RAB1B,RUSC1,CALM3,USP3,MINDY2,OGT,CAPNS1,MT3,PSME3IP1,RNASEL,AK2,TMPRSS4,CBL,RPS27,CEP41,OS9,RPS18,PSMB11,RBBP6,KLHL25,ITLN1,RPL39,PTS,SESN2,CKS1B,MINK1,EPHA8,CNOT1,CETP,KLHL10,IFT172,SNAPIN,CHTOP,MPV17L2,BRF1,G2E3,BRSK2,CHKA,DPP10,TNKS1BP1,PPP1CA,CHPF,PRKAG3,UGT1A1,NEK5,SETDB2,FKBP1B,ODC1,KLHL31,GDF7,PRDM1,CDK19,EOMES,UBL4A,PLG,VEGFA,XDH,CDC42BPA,NRXN1,ERLEC1,RPL17-C18ORF32,PARP8,F2R,ENC1,MEF2C,TYK2,CHSY3,CKS2,CELA1,TARBP2,PCBP2,MECP2,PRKAG1,SUMO2,SLC26A2,RPL29,ITIH4,TRIM7,PIK3CA,TNIK,PFN2,BOK,SUMO3,PPP2R2D,LMO7,BMX,ACOT9,SAT1,MAOA,FBXO8,HAND2,HMGB1,DLG2,AZIN1,YWHAZ,NECAB1,RNF4,RPL7,SOX4,MARCHF6,KLHL20,UBE2D2,ATPSCKMT,GFI1,TMCC2,RPL10A,NGF,NECAB3,YWHAB,EEF1A2,KCTD17,APOLD1,PPP2R2C,NTF3,RPL9,LIMCH1,DLC1,MTMR7,VEGFC,SPCS3,ASB5,ALPK1,GAN,NECAB2,PRKAG2,VIM,GLI3,CHST14,TPPP,MARCHF10,KANSL1,NTF4,HSPA8,GTF2H3,ND1"
"GO:BP","regulation of biological quality","GO:0065008","0.0006952301323411012","3.1578714131619896","3726","476","128","21092","DAB2IP,VAMP8,TPM1,TUBA1A,CTNNA3,SEMA6A,FGFBP3,STX4,PYCARD,ZNF423,FTH1,C3AR1,FAS,FAM20A,SIX1,ABAT,EVL,FFAR1,RPH3A,DCC,NEB,BDNF,SLC8A3,XCR1,CX3CR1,CCR4,MYADM,PLA2G1B,CCKAR,DRD2,THRB,MARCHF7,TANC1,SCNN1A,GAPDH,TPT1,PDE4B,CHRM2,F13A1,F13B,RHCG,BTK,TXN,PABPC4,DUOX2,MAG,BORCS6,CNIH2,GRIA3,CALM3,USP3,NUBP1,OGT,TLE3,MT4,MT3,SLC22A17,RNASEL,MCL1,COL11A2,SESN2,CNOT1,CETP,HCN2,MTX1,KLHL10,SNAPIN,SMTNL2,SLC2A5,GPR65,ABCC8,BRSK2,STX3,TNKS1BP1,PPP1CA,GABRG2,UGT1A1,RHAG,FKBP1B,HMGN3,UBL4A,PLG,VEGFA,PFN3,XDH,NRXN1,F2R,MEF2C,MECP2,LRRC8E,HRH1,ABHD6,PROK2,CYP21A2,PIK3CA,NLGN1,PFN2,BOK,TRA2B,P2RY8,GPM6B,MAOA,GET1,GPM6A,GLRA3,HMGB1,SESN3,VSTM5,KCNQ3,FZD6,YWHAZ,JPH1,GALR1,PRL,SOX4,GFI1,NGF,RALY,ADIPOR2,KCTD17,LMOD2,UPK3A,VEGFC,CTNNA2,VIM,KCNH6,HSPA8,STX2"
"GO:BP","regulation of molecular function","GO:0065009","0.0012006706080774977","2.920576120586371","3055","476","109","21092","DAB2IP,TPM1,ITK,EEF1B2,NAB2,TBC1D12,LTB4R2,MAPK7,STX4,PYCARD,PPP2R2B,FAS,PPP1R14C,FAM20A,SPHK2,SERPINB8,BDNF,SPOCK3,SLC8A3,CX3CR1,EPS8L1,PLA2G1B,EEF1A1,DRD2,PLA2R1,CHN1,GAPDH,PDE4B,PPP2R2A,BTK,STARD8,FAM162A,TXN,AZIN2,DBI,EEF1D,ANTKMT,CNIH2,RHOF,CALM3,CHP2,LRRC14,MT3,PSME3IP1,CBL,MEPCE,SESN2,CKS1B,STARD13,MINK1,EPHA8,AHNAK,PLEKHG4,HCN2,SNAPIN,CHTOP,TTC8,GPR65,ABCC8,BRSK2,PPP1CA,PRKAG3,UGT1A1,FKBP1B,EOMES,VEGFA,XDH,CNIH3,NRXN1,F2R,MEF2C,CKS2,TARBP2,ANKRD33,PRKAG1,ITIH4,PIK3CA,NLGN1,GPR87,PFN2,BOK,SUMO3,ITPRIP,PPP2R2D,HMGN1,FBXO8,HAND2,CD200,HMGB1,FZD6,AZIN1,JPH1,GALR1,RIN2,ATPSCKMT,GFI1,NGF,DLGAP4,YWHAB,EEF1A2,IQSEC3,CYTH4,PPP2R2C,NTF3,DLC1,VEGFC,PPP1R14A,PRKAG2,GLI3"
"GO:BP","regulation of cellular process","GO:0050794","0.0012187643758185172","2.9140802485842103","11130","476","304","21092","DAB2IP,VAMP8,TPM1,TUBA1A,RPS26,MYB,TAAR1,TAAR2,TAAR5,RHOBTB1,ITK,NAB2,CTNNA3,SEMA6A,FGFBP3,TBC1D12,LTB4R2,LTB4R,OR10P1,MAPK7,STX4,PYCARD,TRAK1,ZNF423,CDC42BPB,MBL2,GPR151,FTH1,C3AR1,FAS,OR5V1,OR6F1,OR11L1,TPPP2,PPP1R14C,FAM20A,SIX1,ABAT,EVL,IFT122,HOXA4,SKAP2,SPHK2,FFAR1,SIX3,CAMKMT,DCC,TPPP3,NEB,HMGB3,BDNF,SPOCK3,SLC10A1,SLC8A3,XCR1,CX3CR1,CCR4,MYADM,EPS8L1,CHSY1,PLA2G1B,SRSF9,EEF1A1,CCKAR,DRD2,THRB,THEMIS,PLA2R1,MARCHF7,CAPN6,CHN1,BAZ2B,TANC1,GAPDH,FAM20C,TPT1,GUCY2D,PDE4B,CHRM2,PPP1CC,BTK,STARD8,MAPK4,FAM162A,TXN,SMC2,GNG10,PABPC4,AZIN2,DNAI1,DNAJA4,PARP6,DUOX2,IGHM,DBI,SHC4,EEF1D,MAG,ANTKMT,CNIH2,RAB1B,GRIA3,CNIH1,RHOF,CALM3,CGNL1,NUBP1,OGT,INO80E,ZBTB17,COL26A1,ZNF777,CAPNS1,CHP2,LRRC14,TLE3,IFT140,MT3,RNASEL,PLP1,HINFP,THEMIS2,CFDP1,PHF6,MCL1,CBL,OS9,RBBP6,MEPCE,KLHL25,ITLN1,SCAP,SESN2,CKS1B,HBE1,STARD13,MINK1,EPHA8,AHNAK,CNOT1,PLEKHG4,CETP,HCN2,IFT172,SNAPIN,CHTOP,MPV17L2,BRF1,TTC8,GPR65,ZNF410,FOXG1,ZNF143,ABCC8,BRSK2,MUC5AC,DPP10,PITPNM1,STX3,OR10W1,TNKS1BP1,OR5AR1,PPP1CA,PRKAG3,GABRG2,WWC1,UGT1A1,SETDB2,FKBP1B,ODC1,YWHAQ,KLHL31,GDF7,PRDM1,SCML4,SESN1,CDK19,EOMES,HMGN3,PLG,VEGFA,PFN3,XDH,H3-3A,CNIH3,NRXN1,ERLEC1,F2R,ENC1,MEF2C,TYK2,NFIB,CKS2,KLF9,CELA1,TARBP2,PCBP2,NFIX,MECP2,ANKRD33,INPP1,PRKAG1,BCDIN3D,H3-5,SUMO2,NAB1,HRH1,ABHD6,PROK2,PIK3CA,NLGN1,TNIK,GPR87,P2RY14,GPR171,PFN2,BOK,SUMO3,TRA2B,ITPRIP,HMX3,LMO7,P2RY8,WWC3,GPM6B,BMX,CNKSR2,ARX,MAOA,HMGN1,GPM6A,GLRA3,HPGD,FBXO8,HAND2,ARL6,CD200,GPR15,HMGB1,SESN3,VSTM5,KCNQ3,CSMD3,FZD6,AZIN1,YWHAZ,NECAB1,RNF4,JPH1,GALR1,PRL,SOX4,NUP153,KLHL20,PDE4DIP,OVOL2,APBB3,RIN2,ATPSCKMT,GFI1,GPR25,NGF,NECAB3,RALY,DLGAP4,YWHAB,EEF1A2,MYT1,IQSEC3,ADIPOR2,KCTD17,CYTH4,APOLD1,LMOD2,NTF3,GPR22,LIMCH1,CEP135,DLC1,WWC2,VEGFC,ASB5,ALPK1,CTNNA2,NECAB2,PPP1R14A,PRKAG2,EN2,GJD4,VIM,GNG11,LRRFIP2,GLI3,COBL,TPPP,KCNH6,KANSL1,SKAP1,GNGT2,NTF4,HSPA8,STX2,GTF2H3,CHCHD2"
"GO:BP","multicellular organism development","GO:0007275","0.001555265555929736","2.808195446104464","4823","476","155","21092","DAB2IP,BCAN,TPM1,LDB3,MYB,RNF38,ITK,PPDPFL,NAB2,MYPN,SEMA6A,MAPK7,TRAK1,ZNF423,BAAT,C3AR1,POLL,SIX1,ABAT,EVL,IFT122,HOXA4,SPHK2,SIX3,GYS1,DCC,TPPP3,NEB,HMGB3,BDNF,SLC8A3,CX3CR1,CCR4,MYADM,CHSY1,KLHL17,CCKAR,DRD2,THRB,THEMIS,MARCHF7,SCAPER,CHN1,FAM20C,CHRM2,PPP1CC,PDLIM2,BTK,PABPC4,DNAI1,PARP6,DUOX2,MAG,CALM3,OGT,INO80E,ZBTB17,IFT140,MT3,PLP1,HINFP,PHF6,CBL,COL11A2,PSMB11,RBBP6,PTS,STARD13,MINK1,EPHA8,CNOT1,KLHL10,IFT172,SNAPIN,CHTOP,TTC8,FOXG1,ABCC8,BRSK2,IFITM5,PITPNM1,STX3,PPP1CA,GABRG2,UGT1A1,OTOR,SETDB2,RHAG,FKBP1B,ODC1,YWHAQ,GDF7,GJA10,PRDM1,EOMES,PLG,VEGFA,XDH,H3-3A,NRXN1,ENC1,MEF2C,NFIB,CELA1,MECP2,NAB1,RPL29,PROK2,PIK3CA,NLGN1,TNIK,GPR171,BOK,TRA2B,HMX3,GPM6B,SAT1,ARX,HMGN1,GPM6A,HPGD,HAND2,ARL6,GPR15,HMGB1,VSTM5,CSMD3,FZD6,YWHAZ,NECAB1,PRL,SOX4,OVOL2,RIN2,GFI1,ETNK2,HSD11B1,NGF,PPDPF,MYT1,ADIPOR2,APOLD1,NTF3,UPK3A,DLC1,VEGFC,RPL7L1,CTNNA2,EN2,GJD4,VIM,GLI3,COBL,TPPP,NTF4"
"GO:BP","multicellular organismal process","GO:0032501","0.0022438039915114007","2.6490150837451902","7463","476","219","21092","DAB2IP,BCAN,VAMP8,TPM1,LDB3,MYB,TAAR5,RNF38,ITK,PPDPFL,NAB2,CTNNA3,MYPN,SEMA6A,FGFBP3,LTB4R2,LTB4R,OR10P1,MAPK7,PYCARD,TRAK1,ZNF423,BAAT,C3AR1,POLL,OR5V1,OR6F1,OR11L1,TPPP2,SIX1,ABAT,EVL,IFT122,HOXA4,SPHK2,FFAR1,SIX3,GYS1,DCC,TPPP3,MOGAT2,NEB,HMGB3,BDNF,SLC8A3,CX3CR1,CCR4,MYADM,CHSY1,KLHL17,PLA2G1B,CCKAR,DRD2,THRB,THEMIS,PLA2R1,MARCHF7,SCAPER,CHN1,TANC1,SCNN1A,GAPDH,FAM20C,TPT1,GUCY2D,PDE4B,CHRM2,F13A1,PPP1CC,F13B,PDLIM2,BTK,PABPC4,AZIN2,DNAI1,COX5B,DNAJA4,PARP6,DUOX2,OTOA,MAG,CNIH2,CALM3,OGT,INO80E,ZBTB17,TLE3,IFT140,MT3,PLP1,HINFP,STRBP,PHF6,CBL,TPM3,COL11A2,PSMB11,RBBP6,PTS,STARD13,MINK1,EPHA8,PLTP,CNOT1,CETP,HCN2,KLHL10,IFT172,SNAPIN,CHTOP,SMTNL2,SLC2A5,TTC8,FOXG1,ABCC8,BRSK2,IFITM5,PITPNM1,STX3,OR10W1,OR5AR1,PPP1CA,PRKAG3,GABRG2,WWC1,SPAG16,UGT1A1,OTOR,SETDB2,RHAG,FKBP1B,ODC1,YWHAQ,GDF7,GJA10,PRDM1,EOMES,PLG,VEGFA,XDH,H3-3A,NRXN1,F2R,ENC1,MEF2C,TYK2,NFIB,CELA1,TARBP2,MECP2,PRKAG1,MYH2,SLC26A2,NAB1,RPL29,HRH1,ABHD6,PROK2,PIK3CA,NLGN1,TNIK,GPR171,PFN2,BOK,TRA2B,HMX3,WWC3,GPM6B,SAT1,ARX,HMGN1,GPM6A,GLRA3,HPGD,HAND2,ARL6,CD200,GPR15,HMGB1,VSTM5,CSMD3,FZD6,YWHAZ,SLC26A7,NECAB1,GALR1,PRL,SOX4,OVOL2,RIN2,ATPSCKMT,GFI1,ETNK2,HSD11B1,NGF,DLGAP4,PPDPF,MYT1,ADIPOR2,APOLD1,SLC16A7,LMOD2,NTF3,UPK3A,DLC1,WWC2,VEGFC,RPL7L1,CTNNA2,EN2,GJD4,VIM,GLI3,COBL,TPPP,KCNH6,MRC2,NTF4,TECTA"
"GO:BP","cell projection organization","GO:0030030","0.0023187582854148694","2.6347445212118634","1550","476","65","21092","DAB2IP,TPM1,MYPN,SEMA6A,ZNF423,EVL,IFT122,DCC,BDNF,EPS8L1,TTYH1,CCKAR,DRD2,CHN1,TANC1,DNAI1,PARP6,CEP152,MAG,NUBP1,IFT140,MT3,PLP1,CEP41,MINK1,EPHA8,CFAP70,IFT172,SNAPIN,TTC8,FOXG1,BRSK2,STX3,SPAG16,FKBP1B,GDF7,VEGFA,NRXN1,ENC1,MEF2C,NFIB,MECP2,PIK3CA,NLGN1,TNIK,PFN2,GPM6B,ARX,GPM6A,ARL6,HMGB1,VSTM5,CSMD3,GFI1,NGF,KCTD17,NTF3,GPR22,CEP135,ALPK1,CTNNA2,VIM,GLI3,COBL,NTF4"
"GO:BP","anatomical structure development","GO:0048856","0.003059332060732882","2.5143733820158927","5836","476","179","21092","DAB2IP,BCAN,TPM1,LDB3,MYB,RNF38,RHOBTB1,ITK,PPDPFL,NAB2,MYPN,SEMA6A,MAPK7,TRAK1,ZNF423,BAAT,C3AR1,POLL,FAM20A,SIX1,ABAT,EVL,IFT122,HOXA4,SPHK2,SIX3,GYS1,DCC,TPPP3,NEB,HMGB3,BDNF,SLC8A3,CX3CR1,CCR4,MYADM,CHSY1,KLHL17,CCKAR,DRD2,THRB,THEMIS,MARCHF7,SCAPER,CHN1,TANC1,FAM20C,TPT1,CHRM2,PPP1CC,PDLIM2,RHCG,BTK,PABPC4,DNAI1,PARP6,DUOX2,CEP152,MAG,RHOF,CALM3,OGT,INO80E,ZBTB17,TLE3,IFT140,MSLN,MT3,PLP1,HINFP,CFDP1,STRBP,PHF6,CBL,COL11A2,PSMB11,RBBP6,PTS,STARD13,MINK1,EPHA8,CNOT1,MTX1,KLHL10,IFT172,SNAPIN,CHTOP,CDH18,TTC8,FOXG1,ABCC8,BRSK2,IFITM5,PITPNM1,STX3,PPP1CA,GABRG2,SPAG16,UGT1A1,OTOR,SETDB2,RHAG,FKBP1B,ODC1,YWHAQ,GDF7,GJA10,PRDM1,EOMES,PLG,VEGFA,XDH,H3-3A,NRXN1,F2R,ENC1,MEF2C,NFIB,NUBPL,CELA1,TARBP2,MECP2,ANKRD33,NAB1,RPL29,PROK2,PIK3CA,NLGN1,TNIK,GPR171,TM4SF4,BOK,TRA2B,HMX3,GPM6B,BMX,SAT1,ARX,HMGN1,GPM6A,HPGD,HAND2,ARL6,GPR15,HMGB1,VSTM5,CSMD3,FZD6,YWHAZ,NECAB1,JPH1,PRL,SOX4,OVOL2,RIN2,GFI1,ETNK2,HSD11B1,NGF,PPDPF,MYT1,ADIPOR2,APOLD1,LMOD2,NTF3,UPK3A,DLC1,VEGFC,RPL7L1,CTNNA2,EN2,GJD4,VIM,GLI3,COBL,TPPP,KRT15,NTF4,STX2"
"GO:BP","signaling","GO:0023052","0.003121025904202416","2.5057026267190055","6492","476","195","21092","DAB2IP,VAMP8,TAAR1,TAAR2,TAAR5,RHOBTB1,ITK,CTNNA3,SEMA6A,FGFBP3,LTB4R2,LTB4R,OR10P1,MAPK7,STX4,PYCARD,ZNF423,CDC42BPB,MBL2,GPR151,C3AR1,FAS,OR5V1,OR6F1,OR11L1,SIX1,ABAT,EVL,IFT122,SKAP2,SPHK2,FFAR1,RPH3A,CAMKMT,DCC,BDNF,SLC10A1,SLC8A3,XCR1,CX3CR1,CCR4,MYADM,EPS8L1,CHSY1,PLA2G1B,CCKAR,DRD2,THRB,THEMIS,PLA2R1,MARCHF7,CHN1,GAPDH,FAM20C,TPT1,GUCY2D,PDE4B,CHRM2,PPP1CC,BTK,STARD8,MAPK4,FAM162A,TXN,GNG10,DNAI1,DUOX2,IGHM,SHC4,OTOA,EEF1D,MAG,CNIH2,GRIA3,CNIH1,RHOF,CALM3,CGNL1,OGT,CHP2,LRRC14,TLE3,IFT140,MT3,PLP1,HINFP,THEMIS2,MCL1,CBL,OS9,SCAP,SESN2,STARD13,MINK1,EPHA8,CNOT1,PLEKHG4,HCN2,IFT172,SNAPIN,GPR65,ABCC8,BRSK2,MUC5AC,PITPNM1,STX3,OR10W1,OR5AR1,PPP1CA,PRKAG3,GABRG2,WWC1,FKBP1B,YWHAQ,KLHL31,GDF7,GJA10,SESN1,HMGN3,PLG,VEGFA,XDH,CNIH3,NRXN1,ERLEC1,F2R,MEF2C,TYK2,CELA1,MECP2,INPP1,PRKAG1,HRH1,ABHD6,PROK2,PIK3CA,NLGN1,TNIK,GPR87,P2RY14,GPR171,PFN2,BOK,ITPRIP,LMO7,P2RY8,WWC3,BMX,CNKSR2,MAOA,GLRA3,HPGD,FBXO8,HAND2,ARL6,GPR15,HMGB1,SESN3,DLG2,KCNQ3,FZD6,YWHAZ,GALR1,PRL,SOX4,OVOL2,RIN2,GFI1,FGFBP2,GPR25,NGF,DLGAP4,YWHAB,IQSEC3,ADIPOR2,CYTH4,NTF3,GPR22,DLC1,WWC2,VEGFC,ASB5,ALPK1,NECAB2,PRKAG2,GJD4,VIM,GNG11,LRRFIP2,GLI3,KCNH6,SKAP1,GNGT2,NTF4,STX2"
"GO:BP","response to stimulus","GO:0050896","0.0033501331551789816","2.474937931049656","9000","476","254","21092","DAB2IP,VAMP8,TPM1,MYB,TAAR1,TAAR2,TAAR5,RHOBTB1,ITK,PNLIPRP2,MEP1B,MYPN,SEMA6A,FGFBP3,LTB4R2,LTB4R,OR10P1,MAPK7,STX4,PYCARD,ZNF423,CDC42BPB,MBL2,GPR151,FTH1,C3AR1,POLL,FAS,OR5V1,OR6F1,OR11L1,FAM20A,SIX1,ABAT,EVL,IFT122,MBD4,SKAP2,SPHK2,FFAR1,CAMKMT,MFAP4,DCC,HMGB3,BDNF,SLC10A1,SLC8A3,XCR1,CX3CR1,CCR4,MYADM,EPS8L1,CHSY1,PLA2G1B,SRSF9,EEF1A1,CCKAR,DRD2,THRB,THEMIS,PLA2R1,MARCHF7,CHN1,TANC1,SCNN1A,GAPDH,FAM20C,TPT1,GUCY2D,PDE4B,CHRM2,F13A1,PPP1CC,F13B,PPP2R2A,BTK,STARD8,MAPK4,FAM162A,TXN,GNG10,HMGN2,PABPC4,DNAI1,DNAJA4,DUOX2,IGHM,SHC4,EEF1D,MAG,CNIH2,GRIA3,CNIH1,RHOF,CALM3,USP3,CGNL1,OGT,INO80E,CHP2,LRRC14,TLE3,IFT140,MT4,MT3,RNASEL,PLP1,HINFP,THEMIS2,STRBP,TMPRSS4,MCL1,CBL,OS9,RBBP6,ITLN1,RPL39,SCAP,SESN2,HBE1,STARD13,MINK1,EPHA8,AHNAK,CNOT1,PLEKHG4,HCN2,IFT172,SLC2A5,TTC8,GPR65,FOXG1,ABCC8,BRSK2,MUC5AC,CHKA,PITPNM1,STX3,OR10W1,TNKS1BP1,OR5AR1,PPP1CA,PRKAG3,GABRG2,WWC1,AOX1,UGT1A1,CRISP3,FKBP1B,ODC1,YWHAQ,KLHL31,GDF7,GJA10,PRDM1,SESN1,CDK19,EOMES,HMGN3,SLC10A3,PLG,VEGFA,XDH,CNIH3,NRXN1,ERLEC1,F2R,MEF2C,TYK2,NFIB,KLF9,CELA1,TARBP2,PCBP2,MECP2,INPP1,PRKAG1,BTBD17,LRRC8E,SLC22A7,ITIH4,HRH1,ABHD6,PROK2,PIK3CA,NLGN1,TNIK,GPR87,P2RY14,GPR171,BOK,TRA2B,ITPRIP,SLC10A2,P2RY8,WWC3,BMX,CNKSR2,ARX,MAOA,HMGN1,GPM6A,GLRA3,HPGD,FBXO8,HAND2,ARL6,CD200,GPR15,HMGB1,SESN3,DLG2,FZD6,YWHAZ,RNF4,GALR1,PRL,SOX4,MARCHF6,KLHL20,OVOL2,RIN2,GFI1,RPL10A,GPR25,NGF,DLGAP4,YWHAB,GYS2,IQSEC3,ADIPOR2,CYTH4,NTF3,GPR22,DLC1,WWC2,VEGFC,ASB5,ALPK1,CTNNA2,NECAB2,PRKAG2,GJD4,VIM,GNG11,LRRFIP2,GLI3,SKAP1,GNGT2,NTF4,HSPA8,STX2,GTF2H3,CHCHD2"
"GO:BP","anatomical structure morphogenesis","GO:0009653","0.0036391221710892104","2.439003364216112","2722","476","98","21092","DAB2IP,TPM1,LDB3,RHOBTB1,NAB2,MYPN,SEMA6A,MAPK7,C3AR1,FAM20A,SIX1,EVL,IFT122,HOXA4,SIX3,DCC,NEB,BDNF,CX3CR1,MYADM,CHSY1,CCKAR,DRD2,THRB,CHN1,TANC1,FAM20C,PARP6,DUOX2,MAG,RHOF,ZBTB17,TLE3,IFT140,MT3,CFDP1,COL11A2,STARD13,MINK1,EPHA8,CNOT1,KLHL10,IFT172,CDH18,TTC8,FOXG1,ABCC8,BRSK2,IFITM5,PPP1CA,OTOR,SETDB2,GDF7,PRDM1,EOMES,VEGFA,XDH,NRXN1,F2R,MEF2C,NFIB,NUBPL,CELA1,MECP2,NAB1,PROK2,PIK3CA,NLGN1,TNIK,HMX3,SAT1,ARX,HMGN1,GPM6A,HPGD,HAND2,GPR15,FZD6,YWHAZ,PRL,SOX4,OVOL2,RIN2,NGF,ADIPOR2,APOLD1,LMOD2,NTF3,UPK3A,DLC1,VEGFC,RPL7L1,CTNNA2,GLI3,COBL,TPPP,NTF4,STX2"
"GO:BP","transmembrane transport","GO:0055085","0.003690789717979946","2.4328806979423803","1538","476","64","21092","SLC26A1,SLC39A2,SPHK2,SLC10A4,SLC10A1,SLC8A3,XCR1,TTYH1,PLA2G1B,TTYH3,DRD2,SCNN1A,PDE4B,UQCRFS1,RHCG,AZIN2,COX5B,ANTKMT,CNIH2,GRIA3,CALM3,SLC22A17,RNASEL,PLP1,MCL1,ITLN1,SESN2,MINK1,AHNAK,HCN2,SLC2A5,ABCC8,DPP10,GABRG2,RHAG,FKBP1B,GJA10,SLC10A3,CNIH3,NRXN1,F2R,MEF2C,TTYH2,SLC26A11,LRRC8E,SLC26A2,SLC22A7,SLC25A26,NLGN1,SLC10A2,GPM6A,GLRA3,KCNQ3,AZIN1,SLC26A7,JPH1,ATPSCKMT,SLC16A7,GC,PRKAG2,GJD4,SEC61G,SLC20A2,KCNH6"
