Gene Id,Gene Name,Sphenodon punctatus,Anolis carolinensis,Pogona vitticeps,Laticauda laticaudata,Naja naja,Notechis scutatus,Pseudonaja textilis,Varanus komodoensis,Podarcis muralis,Salvator merianae,Pelodiscus sinensis,Chelydra serpentina,Chrysemys picta bellii,Terrapene carolina triunguis,Gopherus agassizii,Gopherus evgoodei,Chelonoidis abingdonii,Pelusios castaneus,Crocodylus porosus,Aquila chrysaetos chrysaetos,Struthio camelus australis,Taeniopygia guttata,Anas platyrhynchos platyrhynchos,Gallus gallus
ENSACAG00000000026,RAD52,,,,,,2,,,,,,,,,,,,,,,,,,
ENSACAG00000000027,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000028,WNK1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000029,PCGF1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000030,SALL2,,,,,2,,2,,,,,,,,,,,,,,,,,
ENSACAG00000000031,NINJ2,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000032,B4GALNT3,,,,,,,,,,,,,,6,,,,,,,,,,
ENSACAG00000000033,CCDC77,,,,,,,,,2,,,,,,,,,,,,,,,
ENSACAG00000000034,KDM5A,,,,,2,,,,,,,2,2,,,,,,,,,,,
ENSACAG00000000035,SLC6A13,,,2,,,,,,,,,,,,,,,,2,,,,,
ENSACAG00000000036,,,,2,,,,,,,,,,,,2,,,,2,,,,,
ENSACAG00000000037,IQSEC3,2,,,,,,,2,,,,,,2,,,,,,,,,,
ENSACAG00000000038,,,,,,,3,,,,,,,,,,,,,,,,,2,
ENSACAG00000000039,DDX11,,,,,5,6,,,,,,,,5,,,,,,,,4,5,
ENSACAG00000000040,,,,,,,,,,,,,2,2,,,,,,,,,2,,
ENSACAG00000000041,,,,,,,,4,,,,3,3,,,,,,3,,2,,,,
ENSACAG00000000042,C11orf58,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000043,PLEKHA7,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000044,RPS13,,,,,,,,,,,,,,,,,,,,,2,,,
ENSACAG00000000045,PIK3C2A,,,,2,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000046,NUCB2,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000047,KCNJ11,,6,,,,6,,,,,,,,6,,6,6,,,,,,,
ENSACAG00000000048,ABCC8,,,2,2,,,,2,,,,,,2,,,,,,,,,,
ENSACAG00000000051,USH1C,4,,,,,,,,,,,,5,,4,,,,,,4,,4,4
ENSACAG00000000052,OTOG,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000053,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000054,MYOD1,,,,,,,,,,,,5,,,,,,,,,,,,
ENSACAG00000000055,KCNC1,,2,,,,,,,,,,2,,2,,,,,,,,,,
ENSACAG00000000057,TPH1,,,,,,,6,,,,,6,,,,,,,,,,,,
ENSACAG00000000058,SAAL1,,,,,,,,,,,,,,,,,6,7,3,,,,,
ENSACAG00000000059,HPS5,,,,,,,,,,,,,,,,2,2,,,,,,2,
ENSACAG00000000060,GTF2H1,,,,,,2,,,,,,,,,,,,,,,,2,,
ENSACAG00000000061,,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
ENSACAG00000000062,TSG101,,,,,,,,,,2,,,,,,,,,,,,,,
ENSACAG00000000063,,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
ENSACAG00000000064,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000065,TMEM86A,,,,,,,,,,,,,3,,,,3,,,,,,,
ENSACAG00000000066,IGSF22,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000067,PTPN5,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000068,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000070,OSBPL5,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000071,PSMG1,,,,,,,,,,,,,,2,,,,,,,,,2,
ENSACAG00000000073,CARS1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000074,NAP1L4,,,3,,,,,,,,,3,,,,,,,,,,,,
ENSACAG00000000075,,,,,,,,,,,,,6,,,,,,,,,,,,
ENSACAG00000000076,,,,,,,,,,,,,6,,,,,,,,,,,,
ENSACAG00000000077,SLC22A18,,,,,,,,,,,2,,,,,,,,,,,,,
ENSACAG00000000079,NR2F2,,,,,,,,,,,,,,,,,,,,,,,2,
ENSACAG00000000080,ARRDC4,,,,,,,,,,,,,,2,,,,,,,,,,
ENSACAG00000000081,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000082,,3,41,43,12,7,9,3,12,32,32,3,5,6,5,3,3,4,5,,,,,,1
ENSACAG00000000083,,,3,,,3,,,,,,,,,,,,,,,,,,,
ENSACAG00000000084,SLCO3A1,,,,,,,,,,,5,,,,5,,,,,,,,,
ENSACAG00000000085,ST8SIA2,,,,,,,,,,,,,,,,,,,,,,,,5
ENSACAG00000000086,,,,,,,,,,,,,5,,,,,,,,,,,,
ENSACAG00000000087,FAM174B,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000088,,,,,2,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000089,RGMA,,,,,,,,,,9,,,,,,,,,,,,,,
ENSACAG00000000090,,,,,2,,,,,2,,,2,,,,,,,,,,,,
ENSACAG00000000091,,,2,,,2,,,,,,,,,,,,,,,,,,,
ENSACAG00000000092,,2,72,8,7,17,6,10,11,11,17,1,,2,1,1,,1,,,,,,,
ENSACAG00000000094,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000095,SHANK3,,,,5,,,,,,,5,,,,,,,,,,,,3,
ENSACAG00000000097,ST3GAL4,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000098,PPP2R5C,,,4,4,,,,,,,,,,,,,4,,,,,,,
ENSACAG00000000099,ADRA1D,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000100,SMOX,,,,,,2,,,,,,,,,2,,,,,,,,,
ENSACAG00000000101,DCPS,,,,,,,,,2,,,,,,,,,,,,,,,
ENSACAG00000000102,DYNC1H1,,2,,2,,,,,,,,4,,4,,,,,,,,,,
ENSACAG00000000103,TIRAP,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000106,CACNA1E,,,,,,,,,,,,,,2,,,,,,,,,,
ENSACAG00000000107,FOXRED1,,,2,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000108,SRPRA,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000109,FAM118B,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000111,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000112,RRM2,,,,,,,,,,,,3,,,,,,,,,,,,
ENSACAG00000000113,,,3,,,,,,,,2,,2,,,,,,,,,,,,
ENSACAG00000000114,,,3,,,,,,,,2,,2,,,,,,,,,,,,
ENSACAG00000000115,PARS2,,,,,,,,,,,,2,,2,,,,,,,,,,
ENSACAG00000000118,,,9,11,,,9,,,4,,,,4,,,5,,,,,,,,
ENSACAG00000000119,CETN3,,,,2,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000120,EI24,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000122,,1,127,,,,,3,1,3,5,3,2,3,1,1,3,2,2,,1,,,1,
ENSACAG00000000124,TTC22,,,,,,,,,,,,2,,2,,,,,,,,,,
ENSACAG00000000125,,,4,,,3,3,,,,,,5,,,6,,,,3,,,,,
ENSACAG00000000126,,,,2,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000128,KLF11,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000129,LEXM,,,,,,,,,,,,2,,2,,,,,,,,,,
ENSACAG00000000130,DHCR24,,,,,,,,,,,,2,,2,,,,,,,,,,
ENSACAG00000000131,,,17,,,25,21,,,24,,19,,,,,6,,,,7,9,10,,6
ENSACAG00000000132,GRHL1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000133,,,17,,,25,21,,,24,,19,,,,,6,,,,7,9,10,,6
ENSACAG00000000135,,,17,,,25,21,,,24,,19,,,,,6,,,,7,9,10,,6
ENSACAG00000000136,STT3A,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000139,,,,,,,,2,,5,,,,,,,,,,,,,,,
ENSACAG00000000140,KCNK9,,,,2,,,2,,2,,,2,,2,,,,2,,,,,,
ENSACAG00000000141,PTPN22,,,,,,,,,,,,,,,2,,,,2,,,,,
ENSACAG00000000144,TRAPPC9,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000146,PCSK9,,,,,,,,,,,,2,,2,,,,,,,,,,
ENSACAG00000000150,RSBN1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000151,,2,2,,,,,,,2,,,,,,,,,,,,,,3,
ENSACAG00000000152,TAF1B,,,,,,,2,,,,,,,,,,,,,,,,,
ENSACAG00000000153,PHTF1,,,,,,,,,,,,,,,,,,,3,,,,,
ENSACAG00000000154,CABLES1,,,,3,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000155,CHEK1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000156,NAB1,,,,,,,,3,,,,3,,,,,,,,,,,,
ENSACAG00000000157,,,3,,,,,3,,,,,,,,,,,,,,,,,
ENSACAG00000000159,RIOK3,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000160,MAGI3,,,,,,,,,2,,,,,,2,,,,,,,,,
ENSACAG00000000163,,,,,,,,,,,,,,,,,,,,,,,,,2
ENSACAG00000000164,WDR20,,,4,,3,,,,3,,,,,,,,,3,,,,,,
ENSACAG00000000165,CDON,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000166,CHRAC1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000167,AGO2,,,2,2,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000168,USP24,,,,,,,,,,,,2,,2,,,,,,,,,,
ENSACAG00000000169,MOK,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000170,VPS16,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000171,,2,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000173,DDX25,,,2,,,2,,,,,,,,,,,,,,,,,4,
ENSACAG00000000175,RMC1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000176,TECPR2,,,,2,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000177,ERLIN2,,,,,,,,,,,,,,3,,,,,,,,,,
ENSACAG00000000178,,,,,,,,,,,,,2,,2,,,,,,,,,,
ENSACAG00000000179,PROZ,,,,,,,,,,,,3,,,,,,,,,,,,
ENSACAG00000000180,ANKRD9,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000181,PLPBP,2,,,2,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000182,RCOR1,,,,,,,,,,,,,,,,,,,,,,,2,
ENSACAG00000000184,CACNG4,,,,,,,5,,,,,,,,,6,,5,,,,6,,3
ENSACAG00000000185,HYLS1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000186,PUS3,,,,,,,,,,,,,,,4,,,,,,,,,
ENSACAG00000000187,MAST3,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000188,PCID2,,,,,,,,,,,,2,,,,,,,,,,,,
ENSACAG00000000189,RPUSD4,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000190,ETFA,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000191,ADAL,,,,,,,4,,,,,,,,,4,,,,,,,,
ENSACAG00000000192,TM2D3,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000193,NSUN5,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000194,C2orf50,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000195,ADGRA2,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000197,RPLP1,,,,2,,2,,,,,,2,,2,,2,,,,,,,,
ENSACAG00000000198,ROCK2,,,,5,,,,,,,,,,,6,,,,,,4,,,
ENSACAG00000000199,TARS3,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000200,PANX3,,,,,,4,,,,,,4,,,,,,,,,,,,
ENSACAG00000000201,NPC1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000202,TRAF3,,,,2,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000203,PTK2,3,,,2,,3,,,,,,,,,,,,,,,,,2,
ENSACAG00000000204,CACNG1,,,,,,,,,,,,,,,,3,,3,,,,,,
ENSACAG00000000205,SIAE,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000206,HELZ,2,,,,,,,,,,,,,,,,3,,,,,,,
ENSACAG00000000207,AMN,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000210,PSMD12,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000211,CEP20,,,,2,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000212,CUL4A,,,,,,,,,,,2,,,,,,,,,,,,,
ENSACAG00000000213,,,,,,,,,,3,,,,,,,,,,,,,,,
ENSACAG00000000214,CDC42BPB,,4,,6,5,,,4,,,,,,,,,,,,,,,,
ENSACAG00000000215,SPA17,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000216,TJP1,,,,,,,4,,,,,,,,,,,,,,,,,
ENSACAG00000000219,,1,10,5,,1,,1,6,4,10,3,,14,4,4,,5,4,,,,,,
ENSACAG00000000222,CPXM1,,,,,3,,,,,,,,,,,,,,,2,,,,
ENSACAG00000000223,,1,10,5,,1,,1,6,4,10,3,,14,4,4,,5,4,,,,,,
ENSACAG00000000224,,1,127,,,,,3,1,3,5,3,2,3,1,1,3,2,2,,1,,,1,
ENSACAG00000000225,BRF2,,,,,,,,,6,,,,,,,,,,,,,,,
ENSACAG00000000226,,,2,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000227,ESAM,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000228,,2,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000229,SRM,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000230,ANK3,,,,2,,2,,,,,,,,,,,3,3,,,,,,
ENSACAG00000000231,RHBDL1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000233,,,,,,,,,,3,,,,,,,,,,,,,,,
ENSACAG00000000234,MSANTD2,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000236,PCGF3,,,,,,,,,,,,,,2,,,,,,,2,,,
ENSACAG00000000237,ROBO3,,,3,2,,,2,,2,,,,,,,,,,,,,,,2
ENSACAG00000000239,PITPNC1,,,,,,,,,,2,,,,,,,,2,2,,,,,
ENSACAG00000000240,FLRT1,,,,,,,2,,,,,,,,,,,,,,,,,
ENSACAG00000000241,GOT1L1,,,,,,,,,4,,,,,,,,,,,,,,,
ENSACAG00000000242,MTOR,,,,2,,3,,,,,,,,,,,,,,,,,,
ENSACAG00000000244,CDH9,,,,,,,3,,,,,,,,3,,,,,,,,,
ENSACAG00000000245,SLC49A3,,,,,,,4,,,,,4,,5,,,,,,,,,,
ENSACAG00000000246,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000247,STIP1,,,,,,,,,,,,,,,2,,,,,,,,,
ENSACAG00000000248,,,,2,,,,,,,,2,2,,,,,,,,,,,,
ENSACAG00000000249,FOXO6,,,,,,,2,,,,,,,,2,,,,,,,,,
ENSACAG00000000251,,,,,,,,,,,,,,,,,,,2,,,,,,
ENSACAG00000000252,TLL1,,,,2,,,,,,2,,,,,,,,,,,,,,
ENSACAG00000000253,NOL11,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000254,,,3,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000255,SMO,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000256,DGKQ,,,,,,,,,,,,,,2,,,,,,,,,,
ENSACAG00000000260,CPE,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000261,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000262,HIVEP3,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000263,E2F6,,,,,,,,,,,,2,,,,,,,,,,,,
ENSACAG00000000264,LAMP1,5,,5,,5,,,,,,,,,5,,5,,,,,,,,
ENSACAG00000000265,GRTP1,,,,,,,,,,,,,,,,,,,,,2,,,2
ENSACAG00000000267,GREB1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000268,SERINC2,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000269,BPTF,,,,,,,,,,,,,,,2,,,,,,,,,
ENSACAG00000000270,,2,2,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000271,MSMO1,2,,,,3,,2,,2,,,,,,,,,,3,,,,,
ENSACAG00000000272,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000273,,5,,5,,,4,,,7,,,5,5,,,,,,,,,,,
ENSACAG00000000274,,,,,,,,,,,,,,3,,,,,3,,3,,,,
ENSACAG00000000275,FAM189A1,,,,,,,4,4,4,,,,,,,4,,,,,,3,,
ENSACAG00000000276,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000278,OTULIN,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000279,TUT7,,,,,,,,,,,,,,,,,,,,,2,,,
ENSACAG00000000280,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000281,MKNK2,,,,3,,,,,,,,3,,,,,,,,,,,,
ENSACAG00000000282,,5,4,4,1,1,1,1,3,8,5,1,1,2,1,1,,1,2,1,1,1,,1,1
ENSACAG00000000284,STX17,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000286,,,,,,,4,,,,,,,,,,,,,,,,,,
ENSACAG00000000288,GP1BB,,,,,,,,,,,,4,,,,,,,3,,,,,
ENSACAG00000000289,ANKRD29,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000290,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000291,,,,,,,,,7,,,,,,6,,,,6,,,,,,
ENSACAG00000000294,,,,,,,2,,,,,,,,,,,,,,,,,,
ENSACAG00000000295,ASH2L,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000296,,,,3,,2,,,,,3,,,,3,,,,,,,,,,
ENSACAG00000000298,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000300,SCCPDH,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000301,KLHL2,,,,2,,,,,,,,2,,,,,2,,,,,,,
ENSACAG00000000302,FBXL7,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000303,RABL6,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000304,LAMA3,,,,,,,2,,,,,,,,,,,,,,,2,,
ENSACAG00000000305,MARCHF11,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000306,ZNF622,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000307,CDS2,,,,,,,,,,,,,,,,,,,,,,2,,
ENSACAG00000000308,IDUA,,,,,,,,,,,,,,2,,,,,,,,,,
ENSACAG00000000309,DCUN1D2,3,,,,,,,,2,,,,2,,,,,,,,,,,
ENSACAG00000000310,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000311,,2,7,6,4,4,4,5,5,2,2,2,3,4,5,1,4,5,4,1,,,,,
ENSACAG00000000315,,48,,20,,,19,,,,35,68,,63,,,,61,58,,,,,,
ENSACAG00000000317,C17orf58,,,2,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000318,ZNF507,,,,,,,2,,,,,,,,,,,,,,,,,
ENSACAG00000000319,KPNA2,,,,,,,,,3,,,,,,,,,,,,,,,
ENSACAG00000000320,,,2,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000321,,4,13,1,,,1,1,,3,,,,1,,,,,,,,,,,
ENSACAG00000000322,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000324,RETREG1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000325,LPIN1,,,,,,2,,,,,,,,,,,2,,,,,,,
ENSACAG00000000328,,,,,,,,,,,,,,,2,,,,,,,,,,
ENSACAG00000000329,,,6,,8,,,,,,,,6,,,6,,,5,,,,,7,
ENSACAG00000000330,FERMT3,,5,,5,,,,,,,,,,,4,,,,,3,,3,3,3
ENSACAG00000000332,SLITRK1,,,,,,,,,,,,2,,,,,,,,,,,,
ENSACAG00000000334,NXPH2,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000336,TRPC7,,,,5,,,,,,,,,,,4,,,,,,,,,
ENSACAG00000000338,SPOPL,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000339,,,,2,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000340,TBPL1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000342,,2,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000343,UNC5D,5,,5,,5,,,,,,,,,,,,5,,5,,,,,
ENSACAG00000000344,EXOC5,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000347,TP63,,4,,4,,,,,,,,,,,,,,,,,,4,,
ENSACAG00000000349,FAM20C,,,,,,,,5,,,,,,5,,5,,,,,,,,5
ENSACAG00000000350,XIRP2,,,,,,3,,,,,,,,,,,,,,,,,,
ENSACAG00000000351,MYO10,,,,2,,,,,3,,,,,,,,,,,,,,,
ENSACAG00000000352,,,4,,,,,5,,,,,,,,,4,,,,,,,,
ENSACAG00000000353,,,3,,4,,4,,,,,,,,,4,,,,,,,,,
ENSACAG00000000355,SUCLG1,,,,,,,,,,,,2,,,,,,,,,,,,
ENSACAG00000000356,,,,,,,,,,,,3,,,,,,,,,,,,,
ENSACAG00000000359,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000361,,,,,,,,,,,,,,,,,5,,,,,,,,
ENSACAG00000000362,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000363,IMPDH1,,,,,,,2,,,,,,,,,,,,,,,,,
ENSACAG00000000364,FBXO41,,,,,,,,3,3,,,,,,,,,,,,,3,,
ENSACAG00000000366,TNFAIP2,,,,,3,5,,,,,,,,,,,,,,,,4,3,
ENSACAG00000000367,TMCO3,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000369,ISCA1,,,,,,,,,3,,,,,,,,,,,,,,,
ENSACAG00000000371,GOLM1,,,,,,3,,,,,,,,,,,,,,,3,,,
ENSACAG00000000373,,,61,,,1,3,3,,8,6,,,,,,,,1,,,,,,
ENSACAG00000000374,,,,2,,,,,,,,,,,2,,,,,,,,,,
ENSACAG00000000375,SUPT5H,,,,,,,,,,,,,,,,,,,,,,2,,
ENSACAG00000000376,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000378,SCAP,,,,,,,,2,,,,,,,,,,,,,,,,
ENSACAG00000000380,OLFM4,,,3,,,,,,,,,4,,,,,,3,,,,,,
ENSACAG00000000382,CCDC149,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000383,DPY19L3,,,,,,,4,,,,,,,4,,,,,,,,,,
ENSACAG00000000384,TRIB2,,,,5,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000385,PCNA,,,,,,,,,2,,,,,,,,,,,,,2,,
ENSACAG00000000386,,,,,,,,,,2,,,,,,,,,,,,,,,
ENSACAG00000000388,RASSF8,,,,,5,,,,,,,5,,,,,,,,,,,,
ENSACAG00000000389,ZCCHC17,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000390,STS,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000396,,,,,,,,,,,,,4,,4,3,,,,,,,,,
ENSACAG00000000397,AHCTF1,2,,,,,,,,,,,,,,,,,,,,,2,,
ENSACAG00000000398,CCT7,,,,,,,,,3,,,,,,,,,,,,,,,
ENSACAG00000000399,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000400,,4,,5,,6,,,5,,,,,,,,,,,,,,,,
ENSACAG00000000401,,,,,,,,,,,,,,,,,2,,,,,,,,
ENSACAG00000000402,LRATD1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000403,PDGFA,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000404,,,2,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000406,SIPA1L2,,,,2,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000407,,2,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000409,,2,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000410,SOD3,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000412,DHX15,,,,,,4,,,,,,,,,,,,,,,,,,
ENSACAG00000000413,,,,3,,,,,,,,,,,,3,,,2,2,,,,,
ENSACAG00000000415,PNPLA4,,,,,,,,,,,,,,2,,,,,,,,,,
ENSACAG00000000417,TMEM255B,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000418,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000000419,TMEM127,,,,,,,,,,,,,,2,,,,,2,,,2,,
ENSACAG00000000420,,,,,,,,,,,,,3,,,,3,,,,,,,,
ENSACAG00000000421,,,2,,,,,,,,,,,,,,,,,,,,,,
