Gene Id,Gene Name,Sphenodon punctatus,Anolis carolinensis,Pogona vitticeps,Laticauda laticaudata,Naja naja,Notechis scutatus,Pseudonaja textilis,Varanus komodoensis,Podarcis muralis,Salvator merianae,Pelodiscus sinensis,Chelydra serpentina,Chrysemys picta bellii,Terrapene carolina triunguis,Gopherus agassizii,Gopherus evgoodei,Chelonoidis abingdonii,Pelusios castaneus,Crocodylus porosus,Aquila chrysaetos chrysaetos,Struthio camelus australis,Taeniopygia guttata,Anas platyrhynchos platyrhynchos,Gallus gallus
ENSVKKG00000000099,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000100,,4.0,,,,,,,,,5.0,,,,,7.0,,,,,,3.0,,,
ENSVKKG00000000101,,,,,,,,,,,,,,2.0,,,,,,,,,,,
ENSVKKG00000000102,,,,,,,,,,3.0,,,,,,,,,,,,,2.0,,
ENSVKKG00000000103,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000104,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000105,,,,,,,,,2.0,,,3.0,,,,,,2.0,,,,2.0,,,
ENSVKKG00000000106,,,,,,,,,8.0,,8.0,,,,,,,,,,,,2.0,,
ENSVKKG00000000108,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000109,,,,,,,,,,,,,,,,3.0,,,,,,,,,
ENSVKKG00000000110,,,,,,,,2.0,,,,,,,3.0,,,,,,,,,,
ENSVKKG00000000111,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,
ENSVKKG00000000112,,8.0,26.0,,,17.0,,,,13.0,12.0,,,,,,,,4.0,,,,,,
ENSVKKG00000000113,,,,,,3.0,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000114,,,,,,,,,,,,,,,,,,,,,,,,3.0,
ENSVKKG00000000115,,,,,,,,9.0,,,,,,,7.0,,,,,,,,6.0,,
ENSVKKG00000000116,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000117,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000118,,,,,,,,,,,,,3.0,,,3.0,,,,,,,3.0,,
ENSVKKG00000000119,,,,,,3.0,,,,,,,4.0,,5.0,,,,,,,,,,
ENSVKKG00000000120,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000121,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000122,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000123,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000124,,,,,,,,,2.0,,,3.0,,,,,,2.0,,,,2.0,,,
ENSVKKG00000000125,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000126,,,,,,,,,8.0,,8.0,,,,,,,,,,,,2.0,,
ENSVKKG00000000127,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000128,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000129,,,4.0,4.0,,,,,,,,,4.0,,5.0,,,,,,,,,,
ENSVKKG00000000130,,,2.0,,,,,,,2.0,,,2.0,,,,,,,,,,,,
ENSVKKG00000000132,,5.0,17.0,11.0,2.0,7.0,5.0,5.0,4.0,16.0,10.0,9.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0
ENSVKKG00000000134,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000135,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000136,,,,,,,,,,,,,,,,,,,2.0,,,,,,
ENSVKKG00000000137,,,,,2.0,,,,,2.0,,,,,2.0,,,,,,,,,,
ENSVKKG00000000138,,8.0,26.0,,,17.0,,,,13.0,12.0,,,,,,,,4.0,,,,,,
ENSVKKG00000000139,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000140,,,,,,,,2.0,,,,,2.0,,2.0,,,,2.0,,,,,,
ENSVKKG00000000141,,,,,,,,,,,,,,,,,,,,3.0,,,,,
ENSVKKG00000000142,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000143,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000144,,,,2.0,2.0,,,,2.0,,2.0,,,,3.0,,,,2.0,,3.0,2.0,3.0,,
ENSVKKG00000000145,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,4.0,2.0,3.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0
ENSVKKG00000000146,,,1.0,,,1.0,1.0,,2.0,34.0,35.0,169.0,3.0,21.0,3.0,28.0,5.0,,4.0,5.0,1.0,8.0,,130.0,62.0
ENSVKKG00000000147,,4.0,,,4.0,,,,,,,,4.0,,,,,,,,,,,,
ENSVKKG00000000148,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000149,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,
ENSVKKG00000000150,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000151,,11.0,4.0,8.0,16.0,12.0,20.0,10.0,8.0,13.0,9.0,11.0,16.0,22.0,17.0,28.0,27.0,25.0,18.0,2.0,4.0,2.0,11.0,1.0,
ENSVKKG00000000152,,,,2.0,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000154,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000155,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000156,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000158,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000159,,,,,,,,,,,,,,,2.0,,,,,,,,,,
ENSVKKG00000000160,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000161,,,,,,,,,,2.0,,,,,,,,,,,,,,,
ENSVKKG00000000162,,,,,,,,,,,,,,,2.0,,,,,,,,,,
ENSVKKG00000000163,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000164,,1.0,1.0,,,,,,10.0,8.0,6.0,5.0,4.0,5.0,2.0,2.0,6.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,5.0
ENSVKKG00000000165,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000166,,,,,,,,,,,2.0,,,,,,,,,,,,,,
ENSVKKG00000000167,,,,,3.0,,,,,,,,,,,2.0,,,,,,,,,2.0
ENSVKKG00000000168,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000169,,,,,,,,,8.0,,8.0,,,,,,,,,,,,2.0,,
ENSVKKG00000000170,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,
ENSVKKG00000000171,,,,,,,,,,,,,,,,3.0,,,,,,,,,
ENSVKKG00000000172,,,,,,,,,,,,,,,,,,,,2.0,,,,,
ENSVKKG00000000173,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000174,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,
ENSVKKG00000000175,,,,,,,,2.0,,,,,,,2.0,,,,,,,,,,
ENSVKKG00000000177,,,,,5.0,,,,,4.0,,,,,,,,,4.0,,4.0,,,,
ENSVKKG00000000178,,,,,,,,,,5.0,,,,,3.0,,,,,,,,,,
ENSVKKG00000000179,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000180,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,
ENSVKKG00000000181,,,,,,,,,,,,,,,,3.0,,,,3.0,,,,,
ENSVKKG00000000182,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000183,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000184,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000186,,5.0,7.0,2.0,4.0,5.0,2.0,4.0,3.0,7.0,3.0,7.0,9.0,1.0,7.0,2.0,3.0,2.0,7.0,1.0,2.0,2.0,4.0,,6.0
ENSVKKG00000000187,,,11.0,,,,,,6.0,7.0,,,,6.0,,,,,,6.0,,,6.0,,
ENSVKKG00000000188,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000189,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000190,,6.0,6.0,8.0,2.0,2.0,6.0,2.0,3.0,3.0,3.0,4.0,7.0,6.0,2.0,4.0,1.0,3.0,1.0,,5.0,,3.0,,5.0
ENSVKKG00000000191,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000192,,,,,,,,,,,,,,,,,,2.0,,,,,,,
ENSVKKG00000000193,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000194,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000195,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000196,,8.0,26.0,,,17.0,,,,13.0,12.0,,,,,,,,4.0,,,,,,
ENSVKKG00000000197,,2.0,,4.0,1.0,1.0,3.0,4.0,3.0,2.0,3.0,1.0,3.0,1.0,2.0,,1.0,1.0,2.0,,,,,1.0,
ENSVKKG00000000198,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000199,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,
ENSVKKG00000000200,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,
ENSVKKG00000000201,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000202,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000203,,4.0,,,,,,4.0,,,,,4.0,,,,,4.0,,,,,,,
ENSVKKG00000000204,,,,4.0,4.0,,,4.0,,,,,,,5.0,,,,,,,,,,
ENSVKKG00000000205,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000206,,,,,,,,,,2.0,,,,,,,,,,,,,,,
ENSVKKG00000000207,,,,,,3.0,3.0,,,,,,,,5.0,,,,,,,,,,
ENSVKKG00000000208,,,,,3.0,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000209,,,,,3.0,,,2.0,,,,,,,,,,,2.0,,,,,,
ENSVKKG00000000210,,,,,,,,,,4.0,,,,,,,,,,,,,,,
ENSVKKG00000000211,,,,2.0,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,
ENSVKKG00000000212,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000213,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000214,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000215,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000216,,,,,,3.0,,,,,,,,,,,3.0,,,,,,,,
ENSVKKG00000000217,,,,,,,,,2.0,,,,2.0,,2.0,,,,,,,,,,
ENSVKKG00000000218,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000219,,,,,,,,,,,,,2.0,,,,,,,,,,,,
ENSVKKG00000000220,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000221,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000223,,,,,,,,,,,,,,,2.0,,,,,,,,,,
ENSVKKG00000000224,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000225,,12.0,8.0,6.0,7.0,8.0,9.0,9.0,4.0,12.0,8.0,9.0,12.0,8.0,10.0,7.0,15.0,10.0,8.0,4.0,10.0,5.0,5.0,2.0,9.0
ENSVKKG00000000226,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000227,,,,,,,,,,,,,4.0,,,,,,,,,,,,
ENSVKKG00000000228,,,,,,,,,,,,,,,2.0,,,,,,,,,,
ENSVKKG00000000229,,2.0,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000230,,8.0,26.0,,,17.0,,,,13.0,12.0,,,,,,,,4.0,,,,,,
ENSVKKG00000000231,,,,,3.0,,,2.0,,,,,,,,,,,2.0,,,,,,
ENSVKKG00000000232,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000233,,,,,,,,,,,,,,,2.0,,,,,,,,,,
ENSVKKG00000000234,,,,,,4.0,,,,,,,6.0,,,,,,,,3.0,,,,
ENSVKKG00000000235,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000236,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,
ENSVKKG00000000237,,,,,,,,,,,,,,2.0,,,,,,,,,,,
ENSVKKG00000000238,,,,,,,,,,,,,,,,,,,,,,,2.0,,
ENSVKKG00000000240,,,,,,,,,,,,,,,,,,,,,,,,,2.0
ENSVKKG00000000241,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000242,,,,,,,,,,,,,2.0,,,,,,,,,,,,
ENSVKKG00000000243,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000244,,,,,,5.0,,6.0,,,,,,,,5.0,,,5.0,,,3.0,,,
ENSVKKG00000000245,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000246,,,,,,,,,,,,,,,,,,,2.0,,,,,,
ENSVKKG00000000247,,,,,,4.0,,,,,,,6.0,,,,,,,,3.0,,,,
ENSVKKG00000000248,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000249,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000250,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000251,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000253,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000254,,,,,,,,,,,,,,,,,4.0,,3.0,2.0,,,,,
ENSVKKG00000000255,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000256,,,,,3.0,,,,,,,,,,,,,,5.0,,,3.0,,,
ENSVKKG00000000257,,,,,,,,,,,,,,,2.0,,,,,,,,,,
ENSVKKG00000000258,,,,,,2.0,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000259,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000260,,,5.0,,,,,,,,,,,,,,,,,,,,,,6.0
ENSVKKG00000000261,,,,,,,,,,2.0,,,,,2.0,2.0,,,,,,,,,
ENSVKKG00000000262,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000263,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000264,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000265,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000266,,4.0,37.0,34.0,11.0,12.0,16.0,11.0,23.0,73.0,51.0,9.0,11.0,9.0,12.0,9.0,7.0,5.0,12.0,2.0,5.0,4.0,3.0,6.0,5.0
ENSVKKG00000000267,,,,,,,,2.0,,,,,,,,,,,,,,,,,
ENSVKKG00000000268,,,,,,,,2.0,,,,,,,,,,,,,,,,,
ENSVKKG00000000269,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,
ENSVKKG00000000270,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,
ENSVKKG00000000274,,,,,,,,,,,,,,,2.0,,,,,,,,,,
ENSVKKG00000000276,,,,,,,,2.0,,,,,,,,,,,,,,,,,
ENSVKKG00000000278,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000279,,,,,,,,,,,,,,,,,,,,,,,3.0,,
ENSVKKG00000000280,,,3.0,,,4.0,,3.0,,,,,,,,,,,,,,,,,
ENSVKKG00000000281,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000282,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000283,,,,3.0,,,,,,,5.0,,,,,,,,,,,,,,
ENSVKKG00000000284,,,3.0,,,4.0,,3.0,,,,,,,,,,,,,,,,,
ENSVKKG00000000285,,,4.0,,,,4.0,,,,,,,,,,,,,,,,,,
ENSVKKG00000000286,,,,,,4.0,,,,,,,,,3.0,,,,3.0,,,,,,
ENSVKKG00000000287,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000288,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000289,,,,,,,,,,2.0,,,,,,,2.0,2.0,,,,,,,
ENSVKKG00000000290,,,,,,,,,,,,,,,,,2.0,2.0,,2.0,,,3.0,,
ENSVKKG00000000291,,,,,,,,,,,,,,,2.0,,,,,,,,,,
ENSVKKG00000000292,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000293,,5.0,6.0,5.0,4.0,4.0,4.0,7.0,5.0,5.0,4.0,6.0,6.0,4.0,6.0,7.0,5.0,4.0,6.0,2.0,4.0,1.0,2.0,3.0,3.0
ENSVKKG00000000294,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000295,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000296,,,,,,,,8.0,,,,,3.0,,3.0,,,,,,,,,,
ENSVKKG00000000297,,,,,,,,,,,,,,,,,,,,,,,2.0,,
ENSVKKG00000000298,,,,,,,,2.0,,,,,,,,,,,,,,,,,
ENSVKKG00000000299,,,,2.0,2.0,,,,,,,,,,3.0,,,,,,,,,,
ENSVKKG00000000301,,,,3.0,,,,,3.0,2.0,,,,,,,,,,,,,,,
ENSVKKG00000000302,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000303,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000304,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,
ENSVKKG00000000305,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000306,,7.0,,4.0,,,4.0,,,8.0,,,,,7.0,6.0,,,,,,,,,
ENSVKKG00000000307,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000308,,,,,,,,2.0,,,,,,,,,,,,,,,,,
ENSVKKG00000000309,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000310,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000311,,,,,,,,,,,,,,,,,3.0,,,,,,,,
ENSVKKG00000000312,,,,,,,,,,,,,4.0,,,,,,,,,,,,
ENSVKKG00000000313,,,,2.0,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000314,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000315,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000316,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000317,,,2.0,2.0,1.0,4.0,,5.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,,1.0,1.0,,2.0,1.0
ENSVKKG00000000318,,,,,,,,,,,,,,,2.0,,,,,,,,,,
ENSVKKG00000000319,,,,,,,,,,,,,,,,,,,,,,,2.0,,
ENSVKKG00000000320,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000321,,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000322,,6.0,11.0,,,8.0,,7.0,,8.0,,,11.0,10.0,,,,,9.0,,,,,,
ENSVKKG00000000323,,10.0,4.0,,,5.0,4.0,,,,,,,14.0,,,13.0,,,,,,,,
ENSVKKG00000000325,,,,,,,,,,,,,,,2.0,,,,,,,,,,
ENSVKKG00000000326,,,2.0,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000000327,,,5.0,,,,,,,4.0,,,,4.0,,,,,,,,,,,
ENSVKKG00000000328,,,,,,,,,,,,,,,,,3.0,,,,,,,,
