,gene_ids,n_cells,MT,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts
ENSGALG00010021280,ENSGALG00010021280,31,False,31,0.0016026443,99.84474382731507,32.0
ENSGALG00010021281,ENSGALG00010021281,7,False,7,0.00035057846,99.96494215455502,7.0
ENSGALG00010021283,ENSGALG00010021283,58,False,58,0.0032052887,99.70952070917014,64.0
ENSGALG00010021285,ENSGALG00010021285,3,False,3,0.00015024791,99.98497520909501,3.0
ENSGALG00010021288,ENSGALG00010021288,5,False,5,0.00030049583,99.97495868182502,6.0
ENSGALG00010021291,ENSGALG00010021291,3,False,3,0.00015024791,99.98497520909501,3.0
ENSGALG00010021304,ENSGALG00010021304,11,False,11,0.00060099165,99.94490910001502,12.0
ENSGALG00010021306,ENSGALG00010021306,30,False,30,0.0015525618,99.84975209095008,31.0
ENSGALG00010021317,ENSGALG00010021317,244,False,244,0.013372064,98.77798367306056,267.0
ENSGALG00010021321,ENSGALG00010021321,578,False,578,0.032403465,97.10522361897131,647.0
ENSGALG00010021333,ENSGALG00010021333,18,False,18,0.0010517354,99.90985125457004,21.0
ENSGALG00010021337,ENSGALG00010021337,6,False,6,0.00040066108,99.96995041819001,8.0
ENSGALG00010021339,ENSGALG00010021339,4,False,4,0.00020033054,99.97996694546,4.0
ENSGALG00010021340,ENSGALG00010021340,13,False,13,0.0007011569,99.93489257274503,14.0
ENSGALG00010021343,ENSGALG00010021343,7,False,7,0.00040066108,99.96494215455502,8.0
ENSGALG00010021344,ENSGALG00010021344,16,False,16,0.00080132217,99.91986778184003,16.0
ENSGALG00010021347,ENSGALG00010021347,24,False,24,0.0015525618,99.87980167276005,31.0
ENSGALG00010021365,ENSGALG00010021365,14,False,14,0.0007011569,99.92988430911002,14.0
ENSGALG00010021366,ENSGALG00010021366,12,False,12,0.00060099165,99.93990083638002,12.0
ENSGALG00010021386,ENSGALG00010021386,3,False,3,0.00015024791,99.98497520909501,3.0
ENSGALG00010021395,ENSGALG00010021395,107,False,107,0.005909751,99.46411579105524,118.0
ENSGALG00010021399,ENSGALG00010021399,4,False,4,0.00020033054,99.97996694546,4.0
ENSGALG00010021403,ENSGALG00010021403,3,False,3,0.00075123954,99.98497520909501,15.0
ENSGALG00010021406,ENSGALG00010021406,12,False,12,0.0006510743,99.93990083638002,13.0
ENSGALG00010021422,ENSGALG00010021422,3,False,3,0.00015024791,99.98497520909501,3.0
ENSGALG00010021442,ENSGALG00010021442,8,False,8,0.00050082634,99.95993389092001,10.0
ENSGALG00010021453,ENSGALG00010021453,33,False,33,0.0017528923,99.83472730004507,35.0
ENSGALG00010021463,ENSGALG00010021463,264,False,264,0.014774377,98.6778184003606,295.0
ENSGALG00010021468,ENSGALG00010021468,227,False,227,0.01462413,98.86312415485551,292.0
ENSGALG00010021472,ENSGALG00010021472,12,False,12,0.00060099165,99.93990083638002,12.0
ENSGALG00010021475,ENSGALG00010021475,9,False,9,0.000550909,99.95492562728502,11.0
ENSGALG00010021499,ENSGALG00010021499,6,False,6,0.00030049583,99.96995041819001,6.0
ENSGALG00010021507,ENSGALG00010021507,11,False,11,0.000550909,99.94490910001502,11.0
ENSGALG00010021508,ENSGALG00010021508,168,False,168,0.009665949,99.15861170932038,193.0
ENSGALG00010021511,ENSGALG00010021511,6,False,6,0.00030049583,99.96995041819001,6.0
ENSGALG00010021520,ENSGALG00010021520,3,False,3,0.00015024791,99.98497520909501,3.0
ENSGALG00010021522,ENSGALG00010021522,26,False,26,0.0014523965,99.86978514549006,29.0
ENSGALG00010021524,ENSGALG00010021524,244,False,244,0.013622477,98.77798367306056,272.0
ENSGALG00010021527,ENSGALG00010021527,29,False,29,0.0014523965,99.85476035458507,29.0
ENSGALG00010021536,ENSGALG00010021536,40,False,40,0.0023538838,99.79966945460009,47.0
ENSGALG00010021547,ENSGALG00010021547,4,False,4,0.00030049583,99.97996694546,6.0
ENSGALG00010021548,ENSGALG00010021548,8,False,8,0.00045074374,99.95993389092001,9.0
ENSGALG00010021560,ENSGALG00010021560,6,False,6,0.00040066108,99.96995041819001,8.0
ENSGALG00010021569,ENSGALG00010021569,15,False,15,0.0009014875,99.92487604547503,18.0
ENSGALG00010021571,ENSGALG00010021571,6,False,6,0.00030049583,99.96995041819001,6.0
ENSGALG00010021585,ENSGALG00010021585,89,False,89,0.0056092553,99.5542645364852,112.0
RNF8,ENSGALG00010021606,1150,False,1150,0.066059,94.2404968197526,1319.0
FLVCR1,ENSGALG00010021615,528,False,528,0.031201482,97.35563680072119,623.0
BRE,ENSGALG00010021648,709,False,709,0.041718837,96.4491410827866,833.0
DMP1,ENSGALG00010002428,4,False,4,0.00020033054,99.97996694546,4.0
USO1,ENSGALG00010002441,1299,False,1299,0.076626435,93.49426553813794,1530.0
G3BP2,ENSGALG00010002459,2484,False,2484,0.15550658,87.5594731306656,3105.0
COQ2,ENSGALG00010002483,577,False,577,0.0334552,97.1102318826063,668.0
HPSE,ENSGALG00010002522,4333,False,4333,0.30480292,78.29919366955477,6086.0
ENSGALG00010002553,ENSGALG00010002553,160,False,160,0.008964792,99.19867781840036,179.0
MRPS18C,ENSGALG00010002565,954,False,954,0.05228627,95.22211649221215,1044.0
HELQ,ENSGALG00010002576,422,False,422,0.023789253,97.88651274603095,475.0
FAM175A,ENSGALG00010002588,1536,False,1536,0.08789503,92.30730705664347,1755.0
AGPAT9_1,ENSGALG00010002614,751,False,751,0.04772875,96.23879401011669,953.0
HPGD,ENSGALG00010002632,31,False,31,0.0030550407,99.84474382731507,61.0
ENSGALG00010002667,ENSGALG00010002667,3,False,3,0.00015024791,99.98497520909501,3.0
CCNI,ENSGALG00010002678,5152,False,5152,0.38408375,74.19742575249163,7669.0
SEPT11,ENSGALG00010002763,1797,False,1797,0.109881304,91.00015024790905,2194.0
FBXO8,ENSGALG00010002779,971,False,971,0.056893874,95.13697601041719,1136.0
CEP44,ENSGALG00010002787,285,False,285,0.016026443,98.57264486402563,320.0
RASGEF1B,ENSGALG00010002880,353,False,353,0.03821305,98.2320829368458,763.0
GALNTL6,ENSGALG00010002926,32,False,32,0.0016026443,99.83973556368008,32.0
TOPORS_2,ENSGALG00010002932,5,False,5,0.00025041317,99.97495868182502,5.0
GALNT7,ENSGALG00010002937,2869,False,2869,0.1790955,85.63129163119146,3576.0
HMGB2,ENSGALG00010002939,1061,False,1061,0.0649071,94.68623228326739,1296.0
SAP30L_1,ENSGALG00010002943,410,False,410,0.023639005,97.94661190965093,472.0
DUSP4,ENSGALG00010002994,24,False,24,0.0012520659,99.87980167276005,25.0
TNKS,ENSGALG00010003009,1350,False,1350,0.07737767,93.23884409275306,1545.0
MFHAS1,ENSGALG00010003025,1273,False,1273,0.07251966,93.62448039264787,1448.0
ERI1,ENSGALG00010003034,263,False,263,0.014724295,98.6828266639956,294.0
PPP1R3B,ENSGALG00010003108,1347,False,1347,0.07657635,93.25386888365803,1529.0
BMP2K,ENSGALG00010003165,3861,False,3861,0.25426954,80.6630941052737,5077.0
PAQR3,ENSGALG00010003171,343,False,343,0.018680824,98.28216557319577,373.0
PRAG1,ENSGALG00010003176,13,False,13,0.0008514048,99.93489257274503,17.0
ANTXR2,ENSGALG00010003189,1178,False,1178,0.07597536,94.10026543797265,1517.0
ENSGALG00010003198,ENSGALG00010003198,21,False,21,0.0016026443,99.89482646366504,32.0
PKD2,ENSGALG00010003204,375,False,375,0.022837682,98.12190113687585,456.0
SPP1,ENSGALG00010003220,337,False,337,0.18791005,98.31221515500576,3752.0
AREG,ENSGALG00010003223,8,False,8,0.00050082634,99.95993389092001,10.0
PLAC8_1,ENSGALG00010003227,550,False,550,0.031201482,97.24545500075124,623.0
PLAC8_2,ENSGALG00010003240,6357,False,6357,0.9685982,68.16246807231933,19340.0
VEGFC,ENSGALG00010003259,1008,False,1008,0.057394702,94.95167025592227,1146.0
MTHFD2L,ENSGALG00010003303,164,False,164,0.009315371,99.17864476386036,186.0
EPGN,ENSGALG00010003315,31,False,31,0.0016026443,99.84474382731507,32.0
GPM6A,ENSGALG00010003347,4,False,4,0.00020033054,99.97996694546,4.0
SPATA4,ENSGALG00010003397,28,False,28,0.0014523965,99.85976861822007,29.0
ASB5,ENSGALG00010003412,113,False,113,0.0060099163,99.43406620924526,120.0
SPCS3,ENSGALG00010003442,3659,False,3659,0.26027945,81.67476335954325,5197.0
CDS1,ENSGALG00010003456,7,False,7,0.00075123954,99.96494215455502,15.0
WDFY3,ENSGALG00010003507,378,False,378,0.037311565,98.10687634597085,745.0
PPM1K,ENSGALG00010003531,913,False,913,0.052586768,95.42745530124705,1050.0
IGFBP7,ENSGALG00010003660,49,False,49,0.002754545,99.75459508188511,55.0
POLR2B,ENSGALG00010003676,1154,False,1154,0.06791206,94.2204637652126,1356.0
NOA1,ENSGALG00010003695,347,False,347,0.018931236,98.26213251865579,378.0
REST,ENSGALG00010003700,1615,False,1615,0.09425552,91.91165422947864,1882.0
TMEM66,ENSGALG00010003701,1742,False,1742,0.11243552,91.27560474783392,2245.0
LEPROTL1,ENSGALG00010003717,1168,False,1168,0.065608256,94.15034807432264,1310.0
SRP72,ENSGALG00010003737,1415,False,1415,0.08664296,92.9133069564782,1730.0
PITX2,ENSGALG00010003740,9,False,9,0.00045074374,99.95492562728502,9.0
ARL9,ENSGALG00010003743,690,False,690,0.040166274,96.54429809185156,802.0
HOPX,ENSGALG00010003746,1484,False,1484,0.09665949,92.56773676566334,1930.0
UGT8,ENSGALG00010003761,657,False,657,0.039064456,96.70957079180647,780.0
ENSGALG00010003765,ENSGALG00010003765,47,False,47,0.0032052887,99.76461160915511,64.0
ARSJ,ENSGALG00010003768,4,False,4,0.00020033054,99.97996694546,4.0
SPARCL1,ENSGALG00010003771,13,False,13,0.0006510743,99.93489257274503,13.0
NUDT9,ENSGALG00010003788,189,False,189,0.010317023,99.05343817298544,206.0
ELOVL6,ENSGALG00010003790,366,False,366,0.023288425,98.16697550959083,465.0
HSD17B11_1,ENSGALG00010003797,160,False,160,0.008463966,99.19867781840036,169.0
KLHL8,ENSGALG00010003816,198,False,198,0.010367106,99.00836380027044,207.0
PTPN13,ENSGALG00010003823,26,False,26,0.001652727,99.86978514549006,33.0
RRH,ENSGALG00010003827,55,False,55,0.003305454,99.72454550007512,66.0
MAPK10,ENSGALG00010003834,15,False,15,0.00075123954,99.92487604547503,15.0
GAR1,ENSGALG00010003838,469,False,469,0.02754545,97.65112435518606,550.0
CFI,ENSGALG00010003845,35,False,35,0.0018530575,99.82471077277508,37.0
PLA2G12A,ENSGALG00010003850,820,False,820,0.048530076,95.89322381930185,969.0
ARHGAP24,ENSGALG00010003878,1369,False,1369,0.09846246,93.14368708368809,1966.0
CASP6,ENSGALG00010003879,522,False,522,0.03095107,97.38568638253118,618.0
COPS4,ENSGALG00010003894,1526,False,1526,0.086292386,92.35738969299344,1723.0
CCDC109B,ENSGALG00010003896,2227,False,2227,0.13196775,88.84659688486002,2635.0
ENSGALG00010003897,ENSGALG00010003897,12,False,12,0.00060099165,99.93990083638002,12.0
NDST4,ENSGALG00010003898,1307,False,1307,0.09280313,93.45419942905795,1853.0
LIN54,ENSGALG00010003899,496,False,496,0.027044624,97.51590123704112,540.0
THAP9,ENSGALG00010003910,732,False,732,0.039815694,96.33395101918165,795.0
CAMK2D,ENSGALG00010003914,4499,False,4499,0.31391796,77.46782190614513,6268.0
SEC31A,ENSGALG00010003925,862,False,862,0.04918115,95.68287674663193,982.0
SCD5,ENSGALG00010003948,166,False,166,0.009415535,99.16862823659038,188.0
ANK2,ENSGALG00010003978,14,False,14,0.0007011569,99.92988430911002,14.0
TMEM150C,ENSGALG00010003981,50,False,50,0.0027044623,99.74958681825011,54.0
ENOPH1,ENSGALG00010003988,809,False,809,0.046376523,95.94831471928683,926.0
LARP7,ENSGALG00010004001,2803,False,2803,0.18205038,85.96183703110131,3635.0
HNRNPDL,ENSGALG00010004003,7307,False,7307,0.62898785,63.404617619071466,12559.0
ZGRF1,ENSGALG00010004007,76,False,76,0.0041568587,99.61937196374016,83.0
HNRNPD,ENSGALG00010004018,3005,False,3005,0.18720889,84.95016777683178,3738.0
ALPK1,ENSGALG00010004039,242,False,242,0.013922973,98.78800020033054,278.0
CG-16,ENSGALG00010004040,75,False,75,0.0050082635,99.62438022737517,100.0
TIFA,ENSGALG00010004065,171,False,171,0.010367106,99.14358691841538,207.0
AP1AR,ENSGALG00010004079,569,False,569,0.033405118,97.15029799168629,667.0
C4ORF32,ENSGALG00010004082,3883,False,3883,0.25191566,80.55291230530375,5030.0
UTP3,ENSGALG00010004086,1850,False,1850,0.11378775,90.73471227525417,2272.0
ANKRD50,ENSGALG00010004095,54,False,54,0.002904793,99.72955376371011,58.0
SCARB2,ENSGALG00010004104,412,False,412,0.034657184,97.93659538238093,692.0
SPRY1,ENSGALG00010004116,413,False,413,0.025692392,97.93158711874594,513.0
STBD1,ENSGALG00010004117,68,False,68,0.0066609904,99.65943807282015,133.0
NUDT6,ENSGALG00010004131,137,False,137,0.007462313,99.31386788200531,149.0
NUP54,ENSGALG00010004135,589,False,589,0.032203134,97.05013271898633,643.0
PPEF2,ENSGALG00010004139,63,False,63,0.0033555366,99.68447939099514,67.0
NAAA,ENSGALG00010004146,200,False,200,0.011669254,98.99834727300045,233.0
SDAD1,ENSGALG00010004149,283,False,283,0.016877849,98.58266139129563,337.0
IGJ,ENSGALG00010004158,14,False,14,0.0025542146,99.92988430911002,51.0
BBS12,ENSGALG00010004181,142,False,142,0.008864626,99.28882656383033,177.0
FGF2,ENSGALG00010004219,33,False,33,0.001802975,99.83472730004507,36.0
CETN2_1,ENSGALG00010004225,102,False,102,0.006059999,99.48915710923023,121.0
IL21,ENSGALG00010004228,63,False,63,0.0034056192,99.68447939099514,68.0
ENSGALG00010004232,ENSGALG00010004232,70,False,70,0.0037561976,99.64942154555015,75.0
ADAD1,ENSGALG00010004235,41,False,41,0.0021535533,99.7946611909651,43.0
RUFY3,ENSGALG00010004237,1340,False,1340,0.08138429,93.28892672910301,1625.0
KIAA1109,ENSGALG00010004243,9676,False,9676,1.0901487,51.5400410677618,21767.0
GRSF1,ENSGALG00010004248,878,False,878,0.053287923,95.60274452847199,1064.0
MOB1B,ENSGALG00010004250,767,False,767,0.04447338,96.15866179195673,888.0
DCK,ENSGALG00010004283,211,False,211,0.012470577,98.94325637301547,249.0
PDLIM5,ENSGALG00010004312,3727,False,3727,0.2647869,81.3342014323634,5287.0
SLC4A4,ENSGALG00010004340,53,False,53,0.003155206,99.73456202734512,63.0
UNC5C,ENSGALG00010004366,3,False,3,0.00015024791,99.98497520909501,3.0
ADAMTS3,ENSGALG00010004385,80,False,80,0.0040566935,99.59933890920018,81.0
COX18,ENSGALG00010004398,367,False,367,0.021385286,98.16196724595582,427.0
RAP1GDS1,ENSGALG00010004421,1317,False,1317,0.07772825,93.40411679270797,1552.0
ANKRD17,ENSGALG00010004443,4539,False,4539,0.3106626,77.26749136074524,6203.0
AGA,ENSGALG00010004457,327,False,327,0.020934543,98.36229779135573,418.0
NEIL3,ENSGALG00010004472,14,False,14,0.0007011569,99.92988430911002,14.0
CLDN23,ENSGALG00010004484,4,False,4,0.00020033054,99.97996694546,4.0
AFF1,ENSGALG00010004505,25,False,25,0.0013021486,99.87479340912505,26.0
TSPAN5,ENSGALG00010004522,788,False,788,0.047227927,96.05348825562177,943.0
ENSGALG00010004566,ENSGALG00010004566,20,False,20,0.0010517354,99.89983472730005,21.0
ENSGALG00010004569,ENSGALG00010004569,19,False,19,0.0010517354,99.90484299093504,21.0
ENSGALG00010004571,ENSGALG00010004571,10,False,10,0.00050082634,99.94991736365002,10.0
ENSGALG00010004581,ENSGALG00010004581,157,False,157,0.009565784,99.21370260930536,191.0
EIF4E,ENSGALG00010004584,1609,False,1609,0.09876296,91.94170381128862,1972.0
ENSGALG00010004635,ENSGALG00010004635,10,False,10,0.00050082634,99.94991736365002,10.0
ENSGALG00010004636,ENSGALG00010004636,14,False,14,0.00075123954,99.92988430911002,15.0
METAP1,ENSGALG00010004641,665,False,665,0.039264787,96.6695046827265,784.0
ENSGALG00010004659,ENSGALG00010004659,55,False,55,0.0028046276,99.72454550007512,56.0
ENSGALG00010004662,ENSGALG00010004662,67,False,67,0.003856363,99.66444633645514,77.0
ENSGALG00010004665,ENSGALG00010004665,13,False,13,0.0007011569,99.93489257274503,14.0
ENSGALG00010004699,ENSGALG00010004699,602,False,602,0.03425652,96.98502529173135,684.0
ENSGALG00010004701,ENSGALG00010004701,22,False,22,0.0012019833,99.88981820003005,24.0
ENSGALG00010004703,ENSGALG00010004703,14,False,14,0.0007011569,99.92988430911002,14.0
ENSGALG00010004704,ENSGALG00010004704,11,False,11,0.000550909,99.94490910001502,11.0
ENSGALG00010004711,ENSGALG00010004711,3,False,3,0.00015024791,99.98497520909501,3.0
ENSGALG00010004739,ENSGALG00010004739,4,False,4,0.00020033054,99.97996694546,4.0
TRMT10A,ENSGALG00010004757,255,False,255,0.014473882,98.72289277307557,289.0
ENSGALG00010004778,ENSGALG00010004778,8,False,8,0.00040066108,99.95993389092001,8.0
ENSGALG00010004782,ENSGALG00010004782,3,False,3,0.00015024791,99.98497520909501,3.0
ENSGALG00010004809,ENSGALG00010004809,13,False,13,0.0010016527,99.93489257274503,20.0
ENSGALG00010004814,ENSGALG00010004814,102,False,102,0.005909751,99.48915710923023,118.0
ENSGALG00010004818,ENSGALG00010004818,18,False,18,0.0010517354,99.90985125457004,21.0
ENSGALG00010004828,ENSGALG00010004828,15,False,15,0.00080132217,99.92487604547503,16.0
ENSGALG00010004836,ENSGALG00010004836,36,False,36,0.0022537187,99.81970250914009,45.0
CENPC,ENSGALG00010004837,297,False,297,0.0167276,98.51254570040567,334.0
ENSGALG00010004867,ENSGALG00010004867,10,False,10,0.00050082634,99.94991736365002,10.0
ENSGALG00010004870,ENSGALG00010004870,11,False,11,0.00060099165,99.94490910001502,12.0
ENSGALG00010004873,ENSGALG00010004873,47,False,47,0.0028046276,99.76461160915511,56.0
ENSGALG00010004875,ENSGALG00010004875,20,False,20,0.0010517354,99.89983472730005,21.0
ENSGALG00010004877,ENSGALG00010004877,5,False,5,0.00025041317,99.97495868182502,5.0
STAP1,ENSGALG00010004880,3,False,3,0.00015024791,99.98497520909501,3.0
ENSGALG00010004893,ENSGALG00010004893,119,False,119,0.008213553,99.40401662743527,164.0
UBA6,ENSGALG00010004896,491,False,491,0.026744127,97.5409425552161,534.0
ENSGALG00010004898,ENSGALG00010004898,377,False,377,0.024740823,98.11188460960585,494.0
TMPRSS11C,ENSGALG00010004903,16,False,16,0.0009014875,99.91986778184003,18.0
ENSGALG00010004911,ENSGALG00010004911,5,False,5,0.00035057846,99.97495868182502,7.0
ENSGALG00010004915,ENSGALG00010004915,3,False,3,0.00020033054,99.98497520909501,4.0
TMPRSS11D,ENSGALG00010004924,60,False,60,0.0032553715,99.69950418190014,65.0
ENSGALG00010004931,ENSGALG00010004931,4,False,4,0.00020033054,99.97996694546,4.0
ENSGALG00010004945,ENSGALG00010004945,8,False,8,0.00040066108,99.95993389092001,8.0
ENSGALG00010004948,ENSGALG00010004948,139,False,139,0.007612561,99.30385135473531,152.0
AGPAT9_2,ENSGALG00010004963,211,False,211,0.011268593,98.94325637301547,225.0
YTHDC1,ENSGALG00010004969,11830,False,11830,1.1856062,40.75224119797666,23673.0
HSD17B11_2,ENSGALG00010004976,100,False,100,0.0052085943,99.49917363650023,104.0
UGT2A3_1,ENSGALG00010004981,144,False,144,0.00856413,99.27881003656033,171.0
SULT1B1_1,ENSGALG00010004993,415,False,415,0.022336856,97.92157059147594,446.0
SULT1B1_2,ENSGALG00010005014,54,False,54,0.0030550407,99.72955376371011,61.0
SULT1A1,ENSGALG00010005017,416,False,416,0.02544198,97.91656232784094,508.0
ALB,ENSGALG00010005070,60,False,60,0.0031051235,99.69950418190014,62.0
AFP,ENSGALG00010005094,4,False,4,0.00020033054,99.97996694546,4.0
RASSF6,ENSGALG00010005111,19,False,19,0.0010016527,99.90484299093504,20.0
ENSGALG00010005122,ENSGALG00010005122,138,False,138,0.061501477,99.30885961837032,1228.0
CXCL8,ENSGALG00010005131,120,False,120,0.015475535,99.39900836380026,309.0
ENSGALG00010005138,ENSGALG00010005138,5,False,5,0.00035057846,99.97495868182502,7.0
TRPC3,ENSGALG00010005198,2519,False,2519,0.15796064,87.38418390344067,3154.0
BBS7,ENSGALG00010005214,920,False,920,0.05033305,95.39239745580207,1005.0
CCNA2,ENSGALG00010005217,30,False,30,0.0016026443,99.84975209095008,32.0
EXOSC9,ENSGALG00010005227,936,False,936,0.053838834,95.31226523764211,1075.0
C4ORF54,ENSGALG00010005241,301,False,301,0.017178344,98.49251264586569,343.0
ANXA5,ENSGALG00010005260,480,False,480,0.0649071,97.59603345520108,1296.0
DAPP1,ENSGALG00010005278,1384,False,1384,0.08233585,93.06856312916312,1644.0
QRFPR,ENSGALG00010005300,204,False,204,0.013622477,98.97831421846047,272.0
LAMTOR3,ENSGALG00010005310,1668,False,1668,0.100415684,91.64621625682376,2005.0
DNAJB14,ENSGALG00010005323,1638,False,1638,0.096609406,91.79646416587369,1929.0
PCGF1,ENSGALG00010005338,199,False,199,0.010216858,99.00335553663545,204.0
DOK1,ENSGALG00010005347,731,False,731,0.04467371,96.33895928281665,892.0
M1AP,ENSGALG00010005354,61,False,61,0.0033555366,99.69449591826513,67.0
TNIP3,ENSGALG00010005357,125,False,125,0.007562478,99.37396704562528,151.0
AUP1,ENSGALG00010005366,895,False,895,0.05228627,95.51760404667702,1044.0
H2AFZ,ENSGALG00010005367,1468,False,1468,0.093604445,92.64786898382332,1869.0
HTRA2,ENSGALG00010005376,897,False,897,0.050934043,95.50758751940702,1017.0
EMCN,ENSGALG00010005377,8,False,8,0.00040066108,99.95993389092001,8.0
NDNF,ENSGALG00010005399,28,False,28,0.0014523965,99.85976861822007,29.0
PPP3CA,ENSGALG00010005416,3949,False,3949,0.28176492,80.2223669053939,5626.0
LOXL3,ENSGALG00010005417,93,False,93,0.004958181,99.53423148194521,99.0
ENSGALG00010005422,ENSGALG00010005422,8,False,8,0.00040066108,99.95993389092001,8.0
DQX1_1,ENSGALG00010005424,169,False,169,0.008914709,99.15360344568538,178.0
DQX1_2,ENSGALG00010005427,5,False,5,0.00025041317,99.97495868182502,5.0
MAD2L1,ENSGALG00010005435,132,False,132,0.007712726,99.3389092001803,154.0
BANK1,ENSGALG00010005443,282,False,282,0.01707818,98.58766965493064,341.0
RPL7L1,ENSGALG00010005456,1253,False,1253,0.07462313,93.72464566534782,1490.0
SLC39A8,ENSGALG00010005464,17,False,17,0.0011519006,99.91485951820503,23.0
DOCK1_1,ENSGALG00010005467,99,False,99,0.0050082635,99.50418190013522,100.0
NFKB1,ENSGALG00010005476,4685,False,4685,0.34677216,76.53628487003556,6924.0
PDE5A,ENSGALG00010005499,33,False,33,0.0021034707,99.83472730004507,42.0
FABP2,ENSGALG00010005505,16,False,16,0.00080132217,99.91986778184003,16.0
USP53,ENSGALG00010005507,224,False,224,0.012620824,98.8781489457605,252.0
SMARCAD1,ENSGALG00010005512,546,False,546,0.03215305,97.26548805529123,642.0
HPGDS,ENSGALG00010005518,176,False,176,0.010517353,99.1185456002404,210.0
SEC24D,ENSGALG00010005543,187,False,187,0.010918015,99.06345470025542,218.0
RPL34,ENSGALG00010005545,11146,False,11146,1.911504,44.17789352431512,38167.0
METTL14,ENSGALG00010005551,524,False,524,0.03040016,97.37566985526118,607.0
PRSS12,ENSGALG00010005555,48,False,48,0.0025542146,99.7596033455201,51.0
NDST3,ENSGALG00010005567,12,False,12,0.0006510743,99.93990083638002,13.0
ENSGALG00010005572,ENSGALG00010005572,16,False,16,0.00080132217,99.91986778184003,16.0
ENSGALG00010005580,ENSGALG00010005580,39,False,39,0.0020033054,99.8046777182351,40.0
LEF1,ENSGALG00010005587,826,False,826,0.05068363,95.86317423749186,1012.0
ENSGALG00010005600,ENSGALG00010005600,78,False,78,0.0048079332,99.60935543647017,96.0
ENSGALG00010005612,ENSGALG00010005612,12,False,12,0.00080132217,99.93990083638002,16.0
ENSGALG00010005613,ENSGALG00010005613,234,False,234,0.013321981,98.82806630941052,266.0
ENSGALG00010005620,ENSGALG00010005620,6,False,6,0.00035057846,99.96995041819001,7.0
ENSGALG00010005631,ENSGALG00010005631,156,False,156,0.008013221,99.21871087294035,160.0
ENSGALG00010005633,ENSGALG00010005633,11,False,11,0.000550909,99.94490910001502,11.0
HADH,ENSGALG00010005634,694,False,694,0.046076026,96.52426503731157,920.0
ENSGALG00010005639,ENSGALG00010005639,47,False,47,0.0025041318,99.76461160915511,50.0
ENSGALG00010005640,ENSGALG00010005640,3,False,3,0.00015024791,99.98497520909501,3.0
ENSGALG00010005641,ENSGALG00010005641,15,False,15,0.0009515701,99.92487604547503,19.0
CYP2U1,ENSGALG00010005656,410,False,410,0.02413983,97.94661190965093,482.0
SGMS2,ENSGALG00010005670,88,False,88,0.0057094204,99.5592728001202,114.0
ENSGALG00010005674,ENSGALG00010005674,112,False,112,0.005809586,99.43907447288025,116.0
ENSGALG00010005677,ENSGALG00010005677,250,False,250,0.013372064,98.74793409125057,267.0
ENSGALG00010005683,ENSGALG00010005683,3,False,3,0.00015024791,99.98497520909501,3.0
SEC24B,ENSGALG00010005692,1265,False,1265,0.07567486,93.66454650172786,1511.0
ENSGALG00010005708,ENSGALG00010005708,46,False,46,0.0025041318,99.7696198727901,50.0
COL25A1,ENSGALG00010005720,36,False,36,0.0020533882,99.81970250914009,41.0
ETNPPL,ENSGALG00010005743,3,False,3,0.00015024791,99.98497520909501,3.0
ENSGALG00010005754,ENSGALG00010005754,7,False,7,0.00045074374,99.96494215455502,9.0
TET2,ENSGALG00010005756,2543,False,2543,0.18580659,87.26398557620072,3710.0
ENSGALG00010005766,ENSGALG00010005766,6,False,6,0.00030049583,99.96995041819001,6.0
ENSGALG00010005768,ENSGALG00010005768,3,False,3,0.00015024791,99.98497520909501,3.0
ENSGALG00010005782,ENSGALG00010005782,73,False,73,0.0041067763,99.63439675464517,82.0
ENSGALG00010005793,ENSGALG00010005793,347,False,347,0.018981319,98.26213251865579,379.0
UFSP2,ENSGALG00010005799,532,False,532,0.030700656,97.33560374618119,613.0
ENSGALG00010005801,ENSGALG00010005801,5,False,5,0.00025041317,99.97495868182502,5.0
ENSGALG00010005822,ENSGALG00010005822,3,False,3,0.00015024791,99.98497520909501,3.0
LRP2BP,ENSGALG00010005826,280,False,280,0.015275204,98.59768618220063,305.0
ENSGALG00010005834,ENSGALG00010005834,452,False,452,0.02338859,97.73626483698102,467.0
ENSGALG00010005840,ENSGALG00010005840,3,False,3,0.00015024791,99.98497520909501,3.0
SNX25,ENSGALG00010005849,1021,False,1021,0.059848752,94.8865628286673,1195.0
ENSGALG00010005852,ENSGALG00010005852,178,False,178,0.009415535,99.1085290729704,188.0
CFAP97,ENSGALG00010005858,714,False,714,0.04176892,96.42409976461161,834.0
SLC25A4,ENSGALG00010005880,22,False,22,0.001101818,99.88981820003005,22.0
ENSGALG00010005914,ENSGALG00010005914,3,False,3,0.00015024791,99.98497520909501,3.0
PAPSS1,ENSGALG00010005915,596,False,596,0.03570892,97.01507487354134,713.0
ENSGALG00010005922,ENSGALG00010005922,19,False,19,0.0009515701,99.90484299093504,19.0
ENSGALG00010005924,ENSGALG00010005924,7,False,7,0.00035057846,99.96494215455502,7.0
ENSGALG00010005928,ENSGALG00010005928,106,False,106,0.0057094204,99.46912405469024,114.0
ENSGALG00010005936,ENSGALG00010005936,3,False,3,0.00020033054,99.98497520909501,4.0
ENSGALG00010005938,ENSGALG00010005938,22,False,22,0.0011519006,99.88981820003005,23.0
VPS16,ENSGALG00010005978,509,False,509,0.027795862,97.45079380978615,555.0
