komodo_stable_id,komodo_name,turtle_painted_stable_id,turtle_painted_name,turtle_painted_orthology,crocodile_stable_id,crocodile_name,crocodile_orthology,chicken_109_stable_id,chicken_109_name,chicken_109_orthology,human_stable_id,human_name,human_orthology,mouse_stable_id,mouse_name,mouse_orthology
ENSVKKG00000015652,IRF9,ENSCPBG00000025783,IRF9,ortholog_one2one,,,,,,,ENSG00000213928,IRF9,ortholog_one2one,ENSMUSG00000002325,Irf9,ortholog_one2one
ENSVKKG00000017881,KIAA1217,ENSCPBG00000015300,KIAA1217,ortholog_one2one,ENSCPRG00005008763,KIAA1217,ortholog_one2one,ENSGALG00000007766,KIAA1217,ortholog_one2one,ENSG00000120549,KIAA1217,ortholog_one2one,ENSMUSG00000036617,Etl4,ortholog_one2one
ENSVKKG00000002779,HACD1,ENSCPBG00000015032,HACD1,ortholog_one2one,ENSCPRG00005011207,HACD1,ortholog_one2one,ENSGALG00000008659,HACD1,ortholog_one2one,ENSG00000165996,HACD1,ortholog_one2one,ENSMUSG00000063275,Hacd1,ortholog_one2one
ENSVKKG00000001018,,"{'ENSCPBG00000007587', 'ENSCPBG00000007583'}",,ortholog_many2many,ENSCPRG00005006503,CCDC157,ortholog_one2many,ENSGALG00000007907,CCDC157,ortholog_one2many,ENSG00000187860,CCDC157,ortholog_one2many,ENSMUSG00000051427,Ccdc157,ortholog_one2many
ENSVKKG00000006041,,"{'ENSCPBG00000021457', 'ENSCPBG00000008346'}",,ortholog_one2many,ENSCPRG00005012627,,ortholog_one2one,,,,,,,,,
ENSVKKG00000015962,AVIL,ENSCPBG00000018149,AVIL,ortholog_one2one,,,,,,,ENSG00000135407,AVIL,ortholog_one2one,ENSMUSG00000025432,Avil,ortholog_one2one
ENSVKKG00000005979,TREX2,ENSCPBG00000008273,TREX2,ortholog_one2one,,,,,,,ENSG00000183479,TREX2,ortholog_one2one,ENSMUSG00000031372,Trex2,ortholog_one2one
ENSVKKG00000000766,INSIG1,ENSCPBG00000018224,INSIG1,ortholog_one2one,ENSCPRG00005005206,INSIG1,ortholog_one2one,ENSGALG00000017394,INSIG1,ortholog_one2one,ENSG00000186480,INSIG1,ortholog_one2one,ENSMUSG00000045294,Insig1,ortholog_one2one
ENSVKKG00000004093,MCL1,"{'ENSCPBG00000000636', 'ENSCPBG00000008588'}",,ortholog_one2many,,,,ENSGALG00000044383,MCL1,ortholog_one2one,ENSG00000143384,MCL1,ortholog_one2one,ENSMUSG00000038612,Mcl1,ortholog_one2one
ENSVKKG00000003881,SGCA,ENSCPBG00000027236,SGCA,ortholog_one2one,ENSCPRG00005008006,SGCA,ortholog_one2one,ENSGALG00000029917,SGCA,ortholog_one2one,ENSG00000108823,SGCA,ortholog_one2one,ENSMUSG00000001508,Sgca,ortholog_one2one
ENSVKKG00000010234,GAS2L3,ENSCPBG00000004642,GAS2L3,ortholog_one2one,ENSCPRG00005000459,GAS2L3,ortholog_one2one,ENSGALG00000028373,GAS2L3,ortholog_one2one,ENSG00000139354,GAS2L3,ortholog_one2one,ENSMUSG00000074802,Gas2l3,ortholog_one2one
ENSVKKG00000009580,SH3BP4,ENSCPBG00000024719,SH3BP4,ortholog_one2one,,,,ENSGALG00000004140,SH3BP4,ortholog_one2one,ENSG00000130147,SH3BP4,ortholog_one2one,ENSMUSG00000036206,Sh3bp4,ortholog_one2one
ENSVKKG00000010464,BACH1,ENSCPBG00000006636,BACH1,ortholog_one2one,ENSCPRG00005013728,BACH1,ortholog_one2one,ENSGALG00000015828,BACH1,ortholog_one2one,ENSG00000156273,BACH1,ortholog_one2one,ENSMUSG00000025612,Bach1,ortholog_one2one
ENSVKKG00000015942,SLC4A8,"{'ENSCPBG00000017895', 'ENSCPBG00000018166'}",,ortholog_one2many,,,,ENSGALG00000031274,SLC4A8,ortholog_one2one,ENSG00000050438,SLC4A8,ortholog_one2one,ENSMUSG00000023032,Slc4a8,ortholog_one2one
ENSVKKG00000003654,STEAP4,ENSCPBG00000021245,STEAP4,ortholog_one2one,ENSCPRG00005012256,STEAP4,ortholog_one2one,ENSGALG00000008997,STEAP4,ortholog_one2one,ENSG00000127954,STEAP4,ortholog_one2one,ENSMUSG00000012428,Steap4,ortholog_one2one
ENSVKKG00000000604,ZNF704,ENSCPBG00000007254,ZNF704,ortholog_one2one,ENSCPRG00005000218,ZNF704,ortholog_one2one,ENSGALG00000030011,ZNF704,ortholog_one2one,ENSG00000164684,ZNF704,ortholog_one2one,ENSMUSG00000040209,Zfp704,ortholog_one2one
ENSVKKG00000017795,DUSP9,ENSCPBG00000015962,DUSP9,ortholog_one2one,,,,,,,ENSG00000130829,DUSP9,ortholog_one2one,ENSMUSG00000031383,Dusp9,ortholog_one2one
ENSVKKG00000004880,MXD1,ENSCPBG00000003695,MXD1,ortholog_one2one,ENSCPRG00005016437,MXD1,ortholog_one2one,ENSGALG00000013882,MXD1,ortholog_one2one,ENSG00000059728,MXD1,ortholog_one2one,ENSMUSG00000001156,Mxd1,ortholog_one2one
ENSVKKG00000013945,,ENSCPBG00000025142,,ortholog_one2one,ENSCPRG00005010295,,ortholog_one2one,ENSGALG00000029896,,ortholog_one2one,"{'ENSG00000273217', 'ENSG00000158987'}","{'AC008695.1', 'RAPGEF6'}",ortholog_one2many,ENSMUSG00000037533,Rapgef6,ortholog_one2one
ENSVKKG00000015225,,ENSCPBG00000001939,SEMA6A,ortholog_one2many,ENSCPRG00005015501,SEMA6A,ortholog_one2many,ENSGALG00000002294,SEMA6A,ortholog_one2many,ENSG00000092421,SEMA6A,ortholog_one2many,ENSMUSG00000019647,Sema6a,ortholog_one2many
ENSVKKG00000010075,RSPH6A,ENSCPBG00000003756,RSPH6A,ortholog_one2one,,,,ENSGALG00000013281,RSPH6A,ortholog_one2one,ENSG00000104941,RSPH6A,ortholog_one2one,ENSMUSG00000040866,Rsph6a,ortholog_one2one
ENSVKKG00000012107,MYO1D,ENSCPBG00000004886,MYO1D,ortholog_one2one,ENSCPRG00005000311,MYO1D,ortholog_one2one,ENSGALG00000000674,MYO1D,ortholog_one2one,ENSG00000176658,MYO1D,ortholog_one2one,ENSMUSG00000035441,Myo1d,ortholog_one2one
ENSVKKG00000002064,EED,ENSCPBG00000006558,EED,ortholog_one2one,ENSCPRG00005016068,EED,ortholog_one2one,ENSGALG00000014060,EED,ortholog_one2one,ENSG00000074266,EED,ortholog_one2one,ENSMUSG00000030619,Eed,ortholog_one2one
ENSVKKG00000008943,,ENSCPBG00000002228,,ortholog_one2one,,,,,,,,,,,,
ENSVKKG00000018215,,ENSCPBG00000009911,,ortholog_one2one,ENSCPRG00005010514,,ortholog_one2one,ENSGALG00000041238,,ortholog_one2one,,,,,,
ENSVKKG00000016932,,ENSCPBG00000004039,,ortholog_one2one,,,,ENSGALG00000008022,TAPBP,ortholog_one2one,ENSG00000231925,TAPBP,ortholog_one2one,ENSMUSG00000024308,Tapbp,ortholog_one2one
ENSVKKG00000017057,SMAD3,ENSCPBG00000025562,SMAD3,ortholog_one2one,ENSCPRG00005000730,SMAD3,ortholog_one2one,ENSGALG00000035701,SMAD3,ortholog_one2one,ENSG00000166949,SMAD3,ortholog_one2one,ENSMUSG00000032402,Smad3,ortholog_one2one
ENSVKKG00000009166,SERPINB1,ENSCPBG00000009708,SERPINB1,ortholog_one2one,ENSCPRG00005017691,SERPINB1,ortholog_one2one,ENSGALG00000019555,SERPINB1,ortholog_one2one,ENSG00000021355,SERPINB1,ortholog_one2one,"{'ENSMUSG00000044734', 'ENSMUSG00000079049', 'ENSMUSG00000051029'}","{'Serpinb1a', 'Serpinb1b', 'Serpinb1c'}",ortholog_one2many
ENSVKKG00000011900,RMDN3,ENSCPBG00000013444,RMDN3,ortholog_one2one,ENSCPRG00005018644,RMDN3,ortholog_one2one,ENSGALG00000035242,RMDN3,ortholog_one2one,ENSG00000137824,RMDN3,ortholog_one2one,ENSMUSG00000070730,Rmdn3,ortholog_one2one
ENSVKKG00000004468,BCL11B,ENSCPBG00000024090,BCL11B,ortholog_one2one,ENSCPRG00005010215,BCL11B,ortholog_one2one,ENSGALG00000031862,BCL11B,ortholog_one2one,ENSG00000127152,BCL11B,ortholog_one2one,ENSMUSG00000048251,Bcl11b,ortholog_one2one
ENSVKKG00000013522,ZNF217,ENSCPBG00000015008,ZNF217,ortholog_one2one,ENSCPRG00005004720,ZNF217,ortholog_one2one,"{'ENSGALG00000040546', 'ENSGALG00000040886'}",,ortholog_one2many,ENSG00000171940,ZNF217,ortholog_one2one,ENSMUSG00000052056,Zfp217,ortholog_one2one
ENSVKKG00000005834,,ENSCPBG00000020162,,ortholog_one2one,ENSCPRG00005002396,,ortholog_one2one,ENSGALG00000016651,,ortholog_one2one,,,,ENSMUSG00000021953,Tdh,ortholog_one2one
ENSVKKG00000008225,NOS3,ENSCPBG00000012253,NOS3,ortholog_one2one,,,,ENSGALG00000050508,NOS3,ortholog_one2one,ENSG00000164867,NOS3,ortholog_one2one,ENSMUSG00000028978,Nos3,ortholog_one2one
ENSVKKG00000010115,ZC3H12B,ENSCPBG00000006983,ZC3H12B,ortholog_one2one,"{'ENSCPRG00005008963', 'ENSCPRG00005008970'}",,ortholog_one2many,ENSGALG00000039391,ZC3H12B,ortholog_one2one,ENSG00000102053,ZC3H12B,ortholog_one2one,ENSMUSG00000035045,Zc3h12b,ortholog_one2one
ENSVKKG00000002761,MAP1B,"{'ENSCPBG00000000171', 'ENSCPBG00000000156'}",,ortholog_one2many,ENSCPRG00005001004,MAP1B,ortholog_one2one,ENSGALG00000014999,MAP1B,ortholog_one2one,ENSG00000131711,MAP1B,ortholog_one2one,ENSMUSG00000052727,Map1b,ortholog_one2one
ENSVKKG00000009350,,ENSCPBG00000011110,,ortholog_one2one,ENSCPRG00005018473,,ortholog_one2one,ENSGALG00000020458,,ortholog_one2one,ENSG00000188089,PLA2G4E,ortholog_one2many,ENSMUSG00000050211,Pla2g4e,ortholog_one2many
ENSVKKG00000003916,CCDC186,ENSCPBG00000003902,CCDC186,ortholog_one2one,ENSCPRG00005010944,CCDC186,ortholog_one2one,ENSGALG00000008956,CCDC186,ortholog_one2one,ENSG00000165813,CCDC186,ortholog_one2one,ENSMUSG00000035173,Ccdc186,ortholog_one2one
ENSVKKG00000016401,CHMP6,ENSCPBG00000010494,CHMP6,ortholog_one2one,ENSCPRG00005018314,CHMP6,ortholog_one2one,ENSGALG00000026428,CHMP6,ortholog_one2one,ENSG00000176108,CHMP6,ortholog_one2one,ENSMUSG00000025371,Chmp6,ortholog_one2one
ENSVKKG00000002276,,ENSCPBG00000021148,SLC2A6,ortholog_one2one,ENSCPRG00005007503,SLC2A6,ortholog_one2one,ENSGALG00000002982,SLC2A6,ortholog_one2one,ENSG00000160326,SLC2A6,ortholog_one2one,ENSMUSG00000036067,Slc2a6,ortholog_one2one
ENSVKKG00000016622,CYTIP,ENSCPBG00000026594,CYTIP,ortholog_one2one,,,,ENSGALG00000012545,CYTIP,ortholog_one2one,ENSG00000115165,CYTIP,ortholog_one2one,ENSMUSG00000026832,Cytip,ortholog_one2one
ENSVKKG00000006333,MID1,ENSCPBG00000021339,MID1,ortholog_one2one,ENSCPRG00005006575,MID1,ortholog_one2one,ENSGALG00000038504,MID1,ortholog_one2one,ENSG00000101871,MID1,ortholog_one2one,ENSMUSG00000035299,Mid1,ortholog_one2one
ENSVKKG00000010442,UGCG,ENSCPBG00000008862,UGCG,ortholog_one2one,ENSCPRG00005015068,UGCG,ortholog_one2one,ENSGALG00000015682,UGCG,ortholog_one2one,ENSG00000148154,UGCG,ortholog_one2one,ENSMUSG00000028381,Ugcg,ortholog_one2one
ENSVKKG00000005265,MARCKS,ENSCPBG00000015888,MARCKS,ortholog_one2one,,,,ENSGALG00000037726,MARCKS,ortholog_one2one,ENSG00000277443,MARCKS,ortholog_one2one,ENSMUSG00000069662,Marcks,ortholog_one2one
ENSVKKG00000013327,,ENSCPBG00000004518,,ortholog_one2one,ENSCPRG00005002829,,ortholog_one2one,ENSGALG00000013495,GSDMA,ortholog_one2one,"{'ENSG00000073605', 'ENSG00000104518', 'ENSG00000147697', 'ENSG00000167914'}","{'GSDMA', 'GSDMB', 'GSDMD', 'GSDMC'}",ortholog_one2many,"{'ENSMUSG00000017204', 'ENSMUSG00000017211', 'ENSMUSG00000022575', 'ENSMUSG00000064224', 'ENSMUSG00000079025', 'ENSMUSG00000055748', 'ENSMUSG00000056293', 'ENSMUSG00000055827'}","{'Gsdma3', 'Gsdmc', 'Gsdma2', 'Gsdmc4', 'Gsdmd', 'Gsdmc2', 'Gsdma', 'Gsdmc3'}",ortholog_one2many
ENSVKKG00000007892,KCNJ2,ENSCPBG00000010228,KCNJ2,ortholog_one2one,ENSCPRG00005018497,KCNJ2,ortholog_one2one,ENSGALG00000004376,KCNJ2,ortholog_one2one,ENSG00000123700,KCNJ2,ortholog_one2one,ENSMUSG00000041695,Kcnj2,ortholog_one2one
ENSVKKG00000007834,GNA13,ENSCPBG00000009671,GNA13,ortholog_one2one,ENSCPRG00005018577,GNA13,ortholog_one2one,ENSGALG00000036028,GNA13,ortholog_one2one,ENSG00000120063,GNA13,ortholog_one2one,ENSMUSG00000020611,Gna13,ortholog_one2one
ENSVKKG00000012526,,ENSCPBG00000024756,CEP152,ortholog_one2many,ENSCPRG00005014611,CEP152,ortholog_one2many,"{'ENSGALG00000048828', 'ENSGALG00000052770'}",,ortholog_many2many,ENSG00000103995,CEP152,ortholog_one2many,ENSMUSG00000068394,Cep152,ortholog_one2many
ENSVKKG00000005314,ACER3,ENSCPBG00000027726,ACER3,ortholog_one2one,ENSCPRG00005016661,ACER3,ortholog_one2one,ENSGALG00000000755,ACER3,ortholog_one2one,ENSG00000078124,ACER3,ortholog_one2one,ENSMUSG00000030760,Acer3,ortholog_one2one
ENSVKKG00000017654,SYNE1,"{'ENSCPBG00000016384', 'ENSCPBG00000016476'}",,ortholog_one2many,"{'ENSCPRG00005018146', 'ENSCPRG00005018130'}",,ortholog_one2many,"{'ENSGALG00000049497', 'ENSGALG00000013505'}",,ortholog_one2many,ENSG00000131018,SYNE1,ortholog_one2one,,,
ENSVKKG00000007422,CXorf21,ENSCPBG00000007359,CXorf21,ortholog_one2one,ENSCPRG00005003640,CXorf21,ortholog_one2one,ENSGALG00000016286,CXorf21,ortholog_one2one,ENSG00000120280,CXorf21,ortholog_one2one,ENSMUSG00000025058,5430427O19Rik,ortholog_one2one
ENSVKKG00000016242,DNAJC12,ENSCPBG00000019527,DNAJC12,ortholog_one2one,ENSCPRG00005006152,DNAJC12,ortholog_one2one,ENSGALG00000002769,DNAJC12,ortholog_one2one,ENSG00000108176,DNAJC12,ortholog_one2one,ENSMUSG00000036764,Dnajc12,ortholog_one2one
ENSVKKG00000013196,STAB2,"{'ENSCPBG00000008106', 'ENSCPBG00000008430'}",,ortholog_one2many,ENSCPRG00005018255,STAB2,ortholog_one2one,ENSGALG00000039245,STAB2,ortholog_one2one,ENSG00000136011,STAB2,ortholog_one2one,ENSMUSG00000035459,Stab2,ortholog_one2one
ENSVKKG00000001067,HELZ2,ENSCPBG00000014633,HELZ2,ortholog_one2one,ENSCPRG00005006626,HELZ2,ortholog_one2one,ENSGALG00000006138,HELZ2,ortholog_one2one,ENSG00000130589,HELZ2,ortholog_one2one,ENSMUSG00000027580,Helz2,ortholog_one2one
ENSVKKG00000014363,,ENSCPBG00000018926,,ortholog_one2one,,,,,,,ENSG00000187994,RINL,ortholog_one2one,ENSMUSG00000051735,Rinl,ortholog_one2one
ENSVKKG00000001837,,ENSCPBG00000011338,,ortholog_one2one,,,,,,,"{'ENSG00000196502', 'ENSG00000197165', 'ENSG00000105398', 'ENSG00000288656', 'ENSG00000213648', 'ENSG00000261052', 'ENSG00000109193', 'ENSG00000284695'}","{'SULT1A1', 'SULT1A4', 'AC020765.6', 'SULT1A3', 'SULT1A2', 'AC108941.3', 'SULT1E1', 'SULT2A1'}",ortholog_many2many,"{'ENSMUSG00000070810', 'ENSMUSG00000074377', 'ENSMUSG00000029272', 'ENSMUSG00000074375', 'ENSMUSG00000070811', 'ENSMUSG00000094156', 'ENSMUSG00000078799', 'ENSMUSG00000078798', 'ENSMUSG00000030378'}","{'Sult2a8', 'Sult2a5', 'Sult2a3', 'Sult1e1', 'Sult2a1', 'Sult2a6', 'Sult2a4', 'Sult2a7', 'Sult2a2'}",ortholog_many2many
ENSVKKG00000000579,FABP5,ENSCPBG00000007284,FABP5,ortholog_one2one,ENSCPRG00005000432,FABP5,ortholog_one2one,ENSGALG00000041344,FABP5,ortholog_one2one,ENSG00000164687,FABP5,ortholog_one2one,ENSMUSG00000027533,Fabp5,ortholog_one2one
ENSVKKG00000011567,URI1,ENSCPBG00000016148,URI1,ortholog_one2one,ENSCPRG00005004124,URI1,ortholog_one2one,ENSGALG00000004506,URI1,ortholog_one2one,ENSG00000105176,URI1,ortholog_one2one,ENSMUSG00000030421,Uri1,ortholog_one2one
ENSVKKG00000003326,,"{'ENSCPBG00000001920', 'ENSCPBG00000011561', 'ENSCPBG00000002827', 'ENSCPBG00000002783', 'ENSCPBG00000001489', 'ENSCPBG00000005177', 'ENSCPBG00000013207', 'ENSCPBG00000002633', 'ENSCPBG00000003209', 'ENSCPBG00000024353', 'ENSCPBG00000022715', 'ENSCPBG00000002764', 'ENSCPBG00000022940', 'ENSCPBG00000001408', 'ENSCPBG00000010408', 'ENSCPBG00000010221'}",,ortholog_many2many,"{'ENSCPRG00005004363', 'ENSCPRG00005004106', 'ENSCPRG00005008116', 'ENSCPRG00005003557', 'ENSCPRG00005015303', 'ENSCPRG00005009906', 'ENSCPRG00005006150', 'ENSCPRG00005001736', 'ENSCPRG00005005309'}",,ortholog_many2many,ENSGALG00000049124,,ortholog_one2many,,,,,,
ENSVKKG00000003812,RND1,ENSCPBG00000019989,RND1,ortholog_one2one,ENSCPRG00005001427,RND1,ortholog_one2one,ENSGALG00000037925,RND1,ortholog_one2one,ENSG00000172602,RND1,ortholog_one2one,ENSMUSG00000054855,Rnd1,ortholog_one2one
ENSVKKG00000014890,ASZ1,ENSCPBG00000007263,ASZ1,ortholog_one2one,ENSCPRG00005010351,ASZ1,ortholog_one2one,ENSGALG00000034574,ASZ1,ortholog_one2one,ENSG00000154438,ASZ1,ortholog_one2one,ENSMUSG00000010796,Asz1,ortholog_one2one
ENSVKKG00000001072,,ENSCPBG00000001176,,ortholog_one2one,ENSCPRG00005018188,,ortholog_one2one,ENSGALG00000012766,,ortholog_one2one,"{'ENSG00000187268', 'ENSG00000177138', 'ENSG00000183304', 'ENSG00000139351'}","{'FAM9A', 'FAM9C', 'SYCP3', 'FAM9B'}",ortholog_one2many,"{'ENSMUSG00000094570', 'ENSMUSG00000095153', 'ENSMUSG00000096016', 'ENSMUSG00000104191', 'ENSMUSG00000095011', 'ENSMUSG00000094821', 'ENSMUSG00000100535', 'ENSMUSG00000067909', 'ENSMUSG00000096457', 'ENSMUSG00000057836', 'ENSMUSG00000084063', 'ENSMUSG00000079577', 'ENSMUSG00000101933', 'ENSMUSG00000095135', 'ENSMUSG00000080725', 'ENSMUSG00000073257', 'ENSMUSG00000099840', 'ENSMUSG00000094399', 'ENSMUSG00000100055', 'ENSMUSG00000094759', 'ENSMUSG00000101158', 'ENSMUSG00000099531', 'ENSMUSG00000100231', 'ENSMUSG00000079655', 'ENSMUSG00000096769', 'ENSMUSG00000095606', 'ENSMUSG00000100045', 'ENSMUSG00000101157', 'ENSMUSG00000073125', 'ENSMUSG00000101653', 'ENSMUSG00000058328', 'ENSMUSG00000100972', 'ENSMUSG00000079578', 'ENSMUSG00000095263', 'ENSMUSG00000102122', 'ENSMUSG00000093993', 'ENSMUSG00000101915', 'ENSMUSG00000100708', 'ENSMUSG00000073255', 'ENSMUSG00000095793', 'ENSMUSG00000058147', 'ENSMUSG00000081218', 'ENSMUSG00000054727', 'ENSMUSG00000095141', 'ENSMUSG00000102045', 'ENSMUSG00000103919', 'ENSMUSG00000101155', 'ENSMUSG00000100240', 'ENSMUSG00000100892', 'ENSMUSG00000101528', 'ENSMUSG00000099541', 'ENSMUSG00000094782', 'ENSMUSG00000100667', 'ENSMUSG00000103528', 'ENSMUSG00000096620', 'ENSMUSG00000101146', 'ENSMUSG00000099894', 'ENSMUSG00000095546', 'ENSMUSG00000095887', 'ENSMUSG00000071788', 'ENSMUSG00000100032', 'ENSMUSG00000101396', 'ENSMUSG00000096468', 'ENSMUSG00000095578', 'ENSMUSG00000095063', 'ENSMUSG00000082639', 'ENSMUSG00000094789', 'ENSMUSG00000095293', 'ENSMUSG00000100856', 'ENSMUSG00000101928', 'ENSMUSG00000020059', 'ENSMUSG00000096650', 'ENSMUSG00000101286', 'ENSMUSG00000101766', 'ENSMUSG00000100902', 'ENSMUSG00000103371', 'ENSMUSG00000100939', 'ENSMUSG00000094647', 'ENSMUSG00000054626', 'ENSMUSG00000094624', 'ENSMUSG00000073245', 'ENSMUSG00000093923', 'ENSMUSG00000101243', 'ENSMUSG00000099740', 'ENSMUSG00000095979', 'ENSMUSG00000073267', 'ENSMUSG00000093895', 'ENSMUSG00000094746', 'ENSMUSG00000099792', 'ENSMUSG00000094616', 'ENSMUSG00000031362', 'ENSMUSG00000100645', 'ENSMUSG00000100485', 'ENSMUSG00000100338', 'ENSMUSG00000100467', 'ENSMUSG00000099856', 'ENSMUSG00000094181', 'ENSMUSG00000102668', 'ENSMUSG00000100608', 'ENSMUSG00000083628', 'ENSMUSG00000096902', 'ENSMUSG00000096178', 'ENSMUSG00000099925', 'ENSMUSG00000073247', 'ENSMUSG00000073177', 'ENSMUSG00000101399', 'ENSMUSG00000100726', 'ENSMUSG00000067768', 'ENSMUSG00000094714', 'ENSMUSG00000067764', 'ENSMUSG00000072479', 'ENSMUSG00000099782', 'ENSMUSG00000079845', 'ENSMUSG00000101471', 'ENSMUSG00000096626', 'ENSMUSG00000031125'}","{'Gm14525', 'Gm20855', 'Slx', 'Xlr5a', 'Gm20843', 'Gm21094', 'Gm6121', 'Gm20820', 'Gm2012', 'Gm4297', 'Gm773', 'Gm20920', 'Gm21865', 'Xlr3c', 'Gm29276', 'Gm20894', 'Gm20837', 'Gm20888', 'Gm21258', 'Xlr5b', 'Gm28870', 'Gm20908', 'Xlr4b', 'Gm28998', 'Gm20736', 'Gm21409', 'Gm20897', 'Gm14692', 'Gm1993', 'Gm21488', 'Gm28891', 'Gm5935', 'Gm20814', 'Gm21477', '1700013H16Rik', 'Slxl1', 'Gm20835', 'Gm35134', 'Gm29582', 'Gm20929', 'Sycp3', 'Gm10488', 'Gm28961', 'Gm21294', 'Gm21518', 'Gm21760', 'Gm28827', 'Xlr5c', 'Gm20916', '1700040F15Rik', 'Gm29866', 'Gm5168', 'Gm20911', 'Gm21209', 'Gm2030', 'Gm21366', 'Gm5934', 'Xlr', 'Gm21095', 'Gm21117', 'Gm21861', 'Gm21497', 'Gm28919', 'Gm20824', 'Gm28553', '3830403N18Rik', 'Gm29564', 'Gm21173', 'Gm10230', 'Gm14819', 'Gm30737', 'Gm20870', 'Sly', 'Gm20896', 'Gm10096', 'Gm21256', 'Gm21650', 'Gm29110', 'Gm10486', 'Gm21317', 'Gm21858', 'Gm20905', 'Gm20838', 'Gm28510', 'Gm20883', 'Xlr3b', 'Gm28490', 'Gm1140', 'Gm21739', 'Gm16430', 'Xlr4a', 'Gm20850', 'Gm14632', 'Gm20817', 'Gm29554', 'Gm5169', 'Gm31571', 'Gm10058', 'Gm21627', 'Gm20937', 'Gm20869', 'Gm20906', 'Gm20792', 'Gm10147', 'Gm16405', 'Gm28897', 'Gm20903', 'Gm21996', 'Gm20931', 'Gm10487', 'Gm28576', 'Gm20890', 'Gm4836', 'Xlr4c', 'Gm28102', 'Xlr3a'}",ortholog_one2many
ENSVKKG00000018548,ATXN7L1,ENSCPBG00000001167,ATXN7L1,ortholog_one2one,ENSCPRG00005014094,ATXN7L1,ortholog_one2one,ENSGALG00000008115,ATXN7L1,ortholog_one2one,ENSG00000146776,ATXN7L1,ortholog_one2one,ENSMUSG00000020564,Atxn7l1,ortholog_one2one
