Gene Id,Gene Name,Sphenodon punctatus,Anolis carolinensis,Pogona vitticeps,Laticauda laticaudata,Naja naja,Notechis scutatus,Pseudonaja textilis,Varanus komodoensis,Podarcis muralis,Salvator merianae,Pelodiscus sinensis,Chelydra serpentina,Chrysemys picta bellii,Terrapene carolina triunguis,Gopherus agassizii,Gopherus evgoodei,Chelonoidis abingdonii,Pelusios castaneus,Crocodylus porosus,Aquila chrysaetos chrysaetos,Struthio camelus australis,Taeniopygia guttata,Anas platyrhynchos platyrhynchos,Gallus gallus
ENSG00000005381,MPO,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000005421,PON1,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,
ENSG00000005436,GCFC2,,,,2.0,,,,,,,,3.0,,3.0,3.0,,,,,,,,,25.0
ENSG00000005448,WDR54,,,,,,,,,,,,,,2.0,,,,,,,,,,
ENSG00000005469,CROT,,,,,,,,,,,,4.0,,4.0,,,,,,,,3.0,4.0,
ENSG00000005471,ABCB4,,2.0,,,,,2.0,,,,,,,,3.0,,,,,,,,,
ENSG00000005483,KMT2E,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,
ENSG00000005486,RHBDD2,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000005513,SOX8,,,,,,,3.0,,,,,,,,,,,,,,,,,
ENSG00000005700,IBTK,2.0,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000005801,ZNF195,,,,1.0,1.0,1.0,2.0,,2.0,1.0,,,,,,,,,,,,,,
ENSG00000005810,MYCBP2,,,,,,,,,,,,2.0,,,,,,,,,,,,
ENSG00000005812,FBXL3,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000005844,ITGAL,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000005882,PDK2,,,,,,,,,,,,,,,,3.0,,,,,,,,
ENSG00000005884,ITGA3,,2.0,,,,,,,,,,,,,,,,,,,,,,
ENSG00000005889,ZFX,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,
ENSG00000005893,LAMP2,5.0,,5.0,,5.0,,,,,,,,,5.0,,5.0,,,,,,,,
ENSG00000005961,ITGA2B,,,,2.0,,,,,,,,,2.0,,,,,,2.0,,,,,
ENSG00000005981,ASB4,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000006007,GDE1,,,,,,,2.0,,,,,,,,,,,,,,,,,
ENSG00000006015,REX1BD,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000006016,CRLF1,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000006025,OSBPL7,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,
ENSG00000006042,TMEM98,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000006047,YBX2,,,2.0,,,,,,,,,,,,,,,,,,,,,
ENSG00000006059,KRT33A,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000006062,MAP3K14,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000006071,ABCC8,,,2.0,2.0,,,,2.0,,,,,,2.0,,,,,,,,,,
ENSG00000006116,CACNG3,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000006118,TMEM132A,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000006125,AP2B1,,,,,2.0,,,,,,,,,,,,,,,,,,,
ENSG00000006128,TAC1,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000006194,ZNF263,,3.0,,,,,,,,8.0,,,,3.0,,,,3.0,,,,,,
ENSG00000006210,CX3CL1,,,,,,3.0,,,,,,,,,,,,,,2.0,,,,4.0
ENSG00000006282,SPATA20,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000006283,CACNA1G,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000006327,TNFRSF12A,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000006377,DLX6,,,,,,,,,3.0,,2.0,,,,,,,,,,,,,
ENSG00000006432,MAP3K9,,,,,,2.0,,,,,,,,,,,,,,,,,,
ENSG00000006451,RALA,,,,,,,,,,,,,,2.0,,,,,,,,,,
ENSG00000006453,BAIAP2L1,,,,,,,,,,,,,,6.0,,,,,,,,,,
ENSG00000006459,KDM7A,,,,2.0,,,,,,,,,,,,,,,,,,,,
ENSG00000006468,ETV1,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,
ENSG00000006530,AGK,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000006534,ALDH3B1,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000006555,TTC22,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,
ENSG00000006576,PHTF2,,,,,,,,,,,,,,,,,,,3.0,,,,,
ENSG00000006606,CCL26,1.0,1.0,1.0,,,,,,1.0,,1.0,2.0,2.0,,1.0,,1.0,3.0,1.0,1.0,,,,2.0
ENSG00000006607,FARP2,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,
ENSG00000006611,USH1C,4.0,,,,,,,,,,,,5.0,,4.0,,,,,,4.0,,4.0,4.0
ENSG00000006625,GGCT,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000006634,DBF4,,,,2.0,,,,,,,,,,,,,,,,,,,,
ENSG00000006638,TBXA2R,,,,,,,,,,,,4.0,,4.0,,,,,,,,4.0,,
ENSG00000006652,IFRD1,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000006659,LGALS14,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000006695,COX10,,,,,,,,,,,,,,,,,,,3.0,,,,,
ENSG00000006704,GTF2IRD1,,,,,,,,2.0,,,,,,,,,,,,,,,,
ENSG00000006712,PAF1,,,,,,,,,,,,,,,,,,,,,,2.0,,
ENSG00000006715,VPS41,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,
ENSG00000006740,ARHGAP44,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000006744,ELAC2,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000006747,SCIN,,,,,,,,,,,,,2.0,,,,,,,,,,,
ENSG00000006756,ARSD,,,,,,,,4.0,,,,,,6.0,,,,4.0,,,,,,
ENSG00000006757,PNPLA4,,,,,,,,,,,,,,2.0,,,,,,,,,,
ENSG00000006788,MYH13,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000006831,ADIPOR2,,,,,,,,2.0,,,,,,,,,2.0,2.0,,,,,,
ENSG00000006837,CDKL3,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000007001,UPP2,,,,,,2.0,,,,,,,,,,,,,,,,,,
ENSG00000007038,PRSS21,,,7.0,,,,5.0,9.0,,6.0,,5.0,6.0,,5.0,,,4.0,,,,,,
ENSG00000007047,MARK4,,2.0,,,,12.0,,,,,,2.0,,,2.0,,,,,,,2.0,,
ENSG00000007062,PROM1,,3.0,,,,,,,,3.0,,,3.0,,,,,,,,,4.0,,
ENSG00000007080,CCDC124,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000007129,CEACAM21,2.0,1.0,5.0,5.0,5.0,5.0,2.0,4.0,3.0,4.0,1.0,4.0,11.0,8.0,3.0,4.0,3.0,9.0,,1.0,1.0,1.0,1.0,1.0
ENSG00000007168,PAFAH1B1,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000007171,NOS2,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000007174,DNAH9,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000007202,KIAA0100,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000007216,SLC13A2,,,,,,6.0,,,,,4.0,,,,,,,,,,,,,
ENSG00000007237,GAS7,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000007255,TRAPPC6A,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000007264,MATK,,,,,,,,,,,,,,,,2.0,,,,,,,,
ENSG00000007306,CEACAM7,2.0,1.0,5.0,5.0,5.0,5.0,2.0,4.0,3.0,4.0,1.0,4.0,11.0,8.0,3.0,4.0,3.0,9.0,,1.0,1.0,1.0,1.0,1.0
ENSG00000007312,CD79B,,,,,3.0,,,,,,,,,,,,,,,,,3.0,,
ENSG00000007314,SCN4A,,,,2.0,,,,,,,,,,,,,,,,,,,,
ENSG00000007341,ST7L,,,,3.0,,,,,,,,3.0,,,,,,,,,,,,
ENSG00000007350,TKTL1,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000007372,PAX6,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000007376,RPUSD1,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,
ENSG00000007384,RHBDF1,,,2.0,,,,,,3.0,,,,,,,,,,,,,,,
ENSG00000007392,LUC7L,4.0,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000007402,CACNA2D2,,,2.0,,,,,,,2.0,,,2.0,,,,,,2.0,,,,,
ENSG00000007516,BAIAP3,2.0,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000007520,TSR3,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000007541,PIGQ,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000007545,CRAMP1,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000007866,TEAD3,,,,,,,,,,,,4.0,,,,,,,4.0,,,,,
ENSG00000007908,SELE,,,,3.0,,3.0,,3.0,,3.0,,,,,,,,,,,,,,
ENSG00000007923,DNAJC11,,,,,,2.0,,,,,,,,,,,,,,,,,,
ENSG00000007933,FMO3,,2.0,,2.0,,,,,,,,,,2.0,,,,,,,,,,
ENSG00000007944,MYLIP,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000007952,NOX1,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000007968,E2F2,,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,
ENSG00000008018,PSMB1,,,,,,,,,,,,2.0,,,,,,,,,,,,
ENSG00000008056,SYN1,,2.0,,,,,2.0,,,,,,,,,2.0,,,,,,,,
ENSG00000008083,JARID2,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000008086,CDKL5,,,,,,,,,,,,,,2.0,,,,,,,,,,
ENSG00000008118,CAMK1G,,,,,,,,,,,,,,,,,,,,,,2.0,,
ENSG00000008128,CDK11A,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000008130,NADK,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000008196,TFAP2B,,,,,,,,,,,,,,,,,,6.0,,,,,,
ENSG00000008197,TFAP2D,,,,,,,,,,,,,,,,,,6.0,,,,,,
ENSG00000008226,DLEC1,,,,,,,,,,,,,,,2.0,,,,,,,,,
ENSG00000008256,CYTH3,,,,,,,,,2.0,,,,,,,,,,,,,,,
ENSG00000008277,ADAM22,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000008282,SYPL1,,,,,,,,,,,,,,,,,4.0,,,,,4.0,,
ENSG00000008283,CYB561,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000008294,SPAG9,,,4.0,4.0,,,6.0,,,,,,,,,,,4.0,,,,,,
ENSG00000008300,CELSR3,,,,2.0,,,,,,,,,,,,,,,,,,,,
ENSG00000008311,AASS,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000008323,PLEKHG6,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000008324,SS18L2,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000008382,MPND,2.0,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000008394,MGST1,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000008405,CRY1,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000008438,PGLYRP1,,,,,,,,,,,,,,,,,,2.0,,,,,,
ENSG00000008441,NFIX,,,,6.0,,,5.0,5.0,,,,,,6.0,5.0,,,,,,6.0,,,
ENSG00000008513,ST3GAL1,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,
ENSG00000008516,MMP25,2.0,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000008517,IL32,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000008710,PKD1,,3.0,,,,,,2.0,,,,,,,,,,,2.0,,,,,
ENSG00000008735,MAPK8IP2,,,,,,2.0,,,,,,,,,,,,,,,,,,
ENSG00000008838,MED24,,,,2.0,,,,,2.0,,,,,,,,,,,,,,2.0,
ENSG00000008853,RHOBTB2,,,,,,,2.0,,,,,,,,,,,,,,,,,
ENSG00000008869,HEATR5B,,,,4.0,,,,,,,,,,,,,,,,,,,,
ENSG00000008952,SEC62,,,,2.0,,,,,,2.0,,,,2.0,,,,,,,,,,
ENSG00000008988,RPS20,2.0,,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ENSG00000009307,CSDE1,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000009335,UBE3C,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000009413,REV3L,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000009694,TENM1,,,3.0,,,,,,,,,,,,,,,,,,,,,
ENSG00000009709,PAX7,,,,,,4.0,,,,,,,,,,,,,,,,2.0,,
ENSG00000009724,MASP2,,,4.0,5.0,4.0,,,,,,,,,,4.0,,,,,,,,,
ENSG00000009765,IYD,,,,,,,,,,,,2.0,,,,,,,,,,,,
ENSG00000009780,FAM76A,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000009790,TRAF3IP3,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000009830,POMT2,,,,,,,,,,,,,,,,,,,2.0,,,,,
ENSG00000009844,VTA1,,,,,,,,,,,,2.0,,,,,,,,,,,,
ENSG00000009950,MLXIPL,,2.0,,,,,,,,,,,,,,,,,,,,,,
ENSG00000009954,BAZ1B,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,
ENSG00000010017,RANBP9,,,,,,,,,26.0,,,,,,,,,,,,,,,
ENSG00000010030,ETV7,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000010072,SPRTN,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000010165,EEF1AKNMT,,,,,,,,,,,,,,2.0,,,,,,,,,,
ENSG00000010219,DYRK4,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000010244,ZNF207,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000010256,UQCRC1,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000010270,STARD3NL,,,,,,,,,,,,,,2.0,,,,,,,,,,
ENSG00000010278,CD9,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000010282,HHATL,,,,3.0,,,,,,,,,,,3.0,,,,,,,,3.0,
ENSG00000010292,NCAPD2,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000010295,IFFO1,,3.0,,,,,,,,,,,,,,,,,,,,,,
ENSG00000010310,GIPR,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000010318,PHF7,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,8.0,5.0,10.0,8.0,7.0
ENSG00000010319,SEMA3G,,,,2.0,,,,,,,,,,,,,,,,,,,,
ENSG00000010322,NISCH,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000010327,STAB1,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000010361,FUZ,,2.0,,,,,,,,,,,,,,,,,,,,,,
ENSG00000010379,SLC6A13,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,
ENSG00000010404,IDS,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000010438,PRSS3,2.0,2.0,2.0,3.0,6.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,,2.0,,2.0,2.0,9.0
ENSG00000010539,ZNF200,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000010610,CD4,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000010626,LRRC23,,,,,,,,,,,,,,,,,,,,,,,2.0,
ENSG00000010671,BTK,,,,,,2.0,,2.0,,,,,,,,,,,,,,,2.0,
ENSG00000010704,HFE,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,
ENSG00000010803,SCMH1,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000010810,FYN,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,
ENSG00000010818,HIVEP2,,,,,,,,,,,,2.0,,,,,,,,,,,,
ENSG00000010932,FMO1,,,,2.0,,,,,,,,,,2.0,,,,,2.0,,,,,
ENSG00000011007,ELOA,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000011009,LYPLA2,,,,,,,,,,,,,,,,2.0,2.0,,,,,,2.0,
ENSG00000011021,CLCN6,,,,,,3.0,,,,,,,,,,,,,,,,,2.0,
ENSG00000011028,MRC2,,5.0,,,,7.0,,9.0,,,4.0,6.0,,4.0,,,,,,,,,,
ENSG00000011052,NME1-NME2,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000011083,SLC6A7,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000011105,TSPAN9,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,
ENSG00000011114,BTBD7,,,,2.0,,,,,,,,,,,,,,,,,,,,
ENSG00000011132,APBA3,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000011143,MKS1,,,,,,,,2.0,,,,,,,,,,,,,,,,
ENSG00000011198,ABHD5,,,,3.0,,,,,3.0,,,,,,,,3.0,,,,,,,
ENSG00000011201,ANOS1,,,,,,,,,,,,,,2.0,,,,,,,,,,
ENSG00000011243,AKAP8L,,,,,,,,,,,,,,4.0,,,,,,,,,,
ENSG00000011258,MBTD1,,,,,,,,,3.0,,,,,,,,,,,,,,,
ENSG00000011260,UTP18,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000011275,RNF216,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000011295,TTC19,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000011304,PTBP1,,,,,,,,,5.0,,,,,,,,,,,,,,4.0,
ENSG00000011332,DPF1,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,
ENSG00000011347,SYT7,,,,,,,,,,,,,,,2.0,,,,,,,,,
ENSG00000011376,LARS2,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,
ENSG00000011405,PIK3C2A,,,,2.0,,,,,,,,,,,,,,,,,,,,
ENSG00000011422,PLAUR,,3.0,,,,,,,3.0,,,,,3.0,,,,2.0,,,,,,
ENSG00000011426,ANLN,,,,,,,,,,,,,,2.0,,,,,,,,,,
ENSG00000011451,WIZ,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000011454,RABGAP1,,,,3.0,,,,,,,,,,,,,,,,,2.0,,,
ENSG00000011465,DCN,,,,,,,,,,,,2.0,,,,,,,,,,,,
ENSG00000011478,QPCTL,,,,,,,,,,,,,,,,,,,,3.0,,3.0,,
ENSG00000011485,PPP5C,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000011523,CEP68,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000011566,MAP4K3,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,
ENSG00000011590,ZBTB32,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000011600,TYROBP,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000011638,TMEM159,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000011677,GABRA3,,,,,,,,,,,,,,,,,,,,,,,,
