gene_id,eggnog_name
ddx6.S,DDX6
ddx6.S,DDX6
robo3.S,ROBO2
robo3.S,ROBO2
robo3.S,ROBO2
robo3.S,ROBO2
robo3.S,ROBO3
robo3.S,ROBO2
kras.S,RASK
tmem254l.S,TM254
LOC121396344,HARB1
ccdc106.S,CC106
casz1.S,CASZ1
casz1.S,CASZ1
casz1.S,CASZ1
casz1.S,CASZ1
casz1.S,CASZ1
casz1.S,CASZ1
LOC108697213,ZSWM8
LOC108697213,ZSWM8
LOC108697163,O5AR1
LOC108705112,CD22
LOC108705112,CD22
LOC108705262,SRBS1
LOC108705262,SRBS1
LOC108705262,SRBS1
LOC108705262,SRBS1
LOC108705262,SRBS1
LOC108705262,SRBS1
LOC108705262,SRBS1
LOC108705262,SRBS1
LOC108705262,SRBS1
LOC108705262,SRBS1
mttp.2.S,MTP
LOC108697155,OR8H3
neurog3.S,NGN3
neurog3.S,NGN3
bcl9l.S,BCL9L
bcl9l.S,BCL9L
LOC108697775,SY63
LOC108697775,SY63
LOC108697775,SY63
fbxo6.S,FBX6
LOC121396222,KPCD
cdc42.S,CDC42
cdc42.S,CDC42
cdk11b.S,CD11B
cdk11b.S,CD11B
cdk11b.S,CD11B
cdk11b.S,CD11B
cdk11b.S,CD11B
cdk11b.S,CD11B
cdk11b.S,CD11B
LOC108697149,A2MG
LOC108697149,A2MG
LOC108697235,5HT3A
LOC108697176,ANK3
cacng7.S,CCG7
LOC108697756,XA1
LOC108697756,XA1
chat.S,CLAT
aadacl4.S,ADCL4
LOC108703379,CEL2A
nt5c2.S,5NTC
nt5c2.S,5NTC
LOC108697619,AGRIN
LOC108697619,AGRIN
LOC108697619,AGRIN
LOC108697619,AGRIN
LOC108697619,AGRIN
stt3a.S,STT3A
stt3a.S,STT3A
mad2l2.S,MD2L2
mad2l2.S,MD2L2
slc22a15.2.S,S22FL
LOC121396101,CRAC1
XB5817455.S,HS3S1
dffb.S,DFFB
samd11.S,SAM11
samd11.S,SAM11
samd11.S,SAM11
samd11.S,SAM11
samd11.S,SAM11
m6pr.S,MPRD
m6pr.S,MPRD
m6pr.S,MPRD
clcn1.S,CLCN1
ppp1r15b-b,PR15B
kifbp.S,KBP
grid1.S,GRID1
grid1.S,GRID1
grid1.S,GRID1
grid1.S,GRID1
grid1.S,GRID1
clcf1.S,CLCF1
clcf1.S,CLCF1
clcf1.S,CLCF1
LOC108697975,TR140
stambpl1.S,STALP
stambpl1.S,STALP
LOC108697196,PLCE1
LOC121396347,LIPP
tacc2.S,TACC2
tacc2.S,TACC2
tacc2.S,TACC2
tacc2.S,TACC2
tacc2.S,TACC2
tacc2.S,TACC2
tacc2.S,TACC2
LOC108697250,CMTA1
LOC108697250,CMTA1
LOC108697250,CMTA1
LOC108697250,CMTA1
LOC108697250,CMTA1
LOC108697250,CMTA1
LOC108697250,CMTA1
LOC108697250,CMTA1
LOC108697250,CMTA1
LOC108697250,CMTA1
LOC108697250,CMTA1
LOC121396651,GUC2B
btg5.3.S,BTG3
LOC108697397,EXOC6
LOC108697397,EXOC6
LOC108697397,EXOC6
itprip.S,IPRI
itprip.S,IPRI
itprip.S,IPRI
nat14.S,NAT14
nat14.S,NAT14
nat14.S,NAT14
pitx3.S,PITX3
kif20b.S,KI20B
kif20b.S,KI20B
kif20b.S,KI20B
kif20b.S,KI20B
ssrp1.S,SSRP1
scnn1a.S,SCNNA
rasgef1a.S,RGF1A
rasgef1a.S,RGF1A
LOC121396178,FPR2
LOC100191024,EPHA2
LOC100191024,EPHA2
LOC100191024,EPHA2
tead4.S,TEAD1
tead4.S,TEAD1
tead4.S,TEAD1
tead4.S,TEAD1
tead4.S,TEAD1
tead4.S,TEAD1
tead4.S,TEAD1
tmem147.S,TM147
LOC108703398,FA47E
btg3.S,BTG3
LOC121396183,PPBT
LOC108697721,HS30D
leng8.S,LENG8
leng8.S,LENG8
leng8.S,LENG8
leng8.S,LENG8
leng8.S,LENG8
LOC108697813,TLR13
usf2.S,USF2
LOC108697179,PLPP4
LOC108697634,FAP20
LOC108697634,FAP20
LOC108697634,FAP20
LOC108697634,FAP20
LOC108697634,FAP20
LOC108697634,FAP20
LOC108697634,FAP20
LOC100505446,NECT2
LOC100505446,NECT2
LOC121396404,KPCD
b3galt6.S,B3GT6
LOC108697146,LIPR1
pknox2.S,PKNX2
pknox2.S,PKNX2
pknox2.S,PKNX2
pknox2.S,PKNX2
pknox2.S,PKNX2
pknox2.S,PKNX2
rer1.S,RER1
rer1.S,RER1
rer1.S,RER1
rer1.S,RER1
cep104.S,CE104
cep104.S,CE104
cep104.S,CE104
cep104.S,CE104
cep104.S,CE104
LOC108703376,DS13B
LOC108703376,DS13B
ecd.S,ECD
ecd.S,ECD
ecd.S,ECD
cbl.S,CBL
borcs7.S,BORC7
borcs7.S,BORC7
slc66a1.S,LAAT1
slc66a1.S,LAAT1
slc66a1.S,LAAT1
prdm2.S,PRDM2
LOC108697787,IGSF1
foxi2.S,FXI2A
LOC108697553,F174
LOC108697553,F174
tnnt1.S,TNNT1
tnnt1.S,TNNT1
tnnt1.S,TNNT1
tnnt1.S,TNNT1
tnnt1.S,TNNT1
tnnt1.S,TNNT1
tnnt1.S,TNNT1
tnnt1.S,TNNT1
tnnt1.S,TNNT1
tnnt1.S,TNNT1
tnnt1.S,TNNT1
tnnt1.S,TNNT1
ttc34.S,TTC34
ttc34.S,TTC34
cnfn.1.S,CNFNB
dnajb12.S,DJB12
akr7a2.S,ARK72
hes5.8.S,HES5
ddx19b.S,DD19A
hps1.S,HPS1
hps1.S,HPS1
hps1.S,HPS1
hps1.S,HPS1
hps1.S,HPS1
c11orf53.S,OCAT1
c11orf53.S,OCAT1
rbm20.S,RBM20
rbm20.S,RBM20
rbm20.S,RBM20
nr1h2.S,NR1H2
nr1h2.S,NR1H2
aicda.S,AICDA
entpd1.S,ENTP1
entpd1.S,ENTP1
pde6c.S,PDE6C
sdhd.S,DHSDA
sdhd.S,DHSDA
LOC121396213,PEO1
arhgef1.S,ARHG1
arhgef1.S,ARHG1
arhgef1.S,ARHG1
arhgef1.S,ARHG1
arhgef1.S,ARHG1
arhgef1.S,ARHG1
arhgef1.S,ARHG1
arhgef1.S,ARHG1
LOC108705688,CRAC1
LOC108705688,CRAC1
LOC108705688,CRAC1
cadm4.S,CADM4
ppa2.S,IPYR
zbtb40.S,ZBT40
zbtb40.S,ZBT40
LOC121396365,T132A
LOC121396016,AEDO
LOC108705107,PINLYP
bub3.S,BUB3
bub3.S,BUB3
bub3.S,BUB3
bub3.S,BUB3
chuk.S,IKKA
supv3l1.S,SUV3
npffr1.1.S,NPFF1
pnkp.S,PNKP
pnkp.S,PNKP
pnkp.S,PNKP
pnkp.S,PNKP
pnkp.S,PNKP
igsf21.S,IGS21
ttyh1.S,TTY1B
ttyh1.S,TTY1B
h2ax.2.S,H2AX
chd5.S,CHD5
chd5.S,CHD5
chd5.S,CHD5
chd5.S,CHD5
chd5.S,CHD5
chd5.S,CHD5
chd5.S,CHD5
LOC108697510,CODA1
LOC108697199,IFIT5
LOC121396176,CML1
med25.S,MED25
med25.S,MED25
med25.S,MED25
med25.S,MED25
med25.S,MED25
med25.S,MED25
rpl27a.S,RL27A
erf.S,ERF
erf.S,ERF
LOC108697784,PHLA2
LOC108705380,FEL
LOC121396352,A2ML1
styk1.S,STYK1
styk1.S,STYK1
kmt5c.S,KMT5C
kmt5c.S,KMT5C
kmt5c.S,KMT5C
cda.S,CDD
LOC108695933,C3AR
fam83e.S,FA83E
fam83e.S,FA83E
LOC121396053,XA1
LOC121396267,TNIK
LOC121396267,TNIK
LOC121396267,TNIK
LOC121396267,TNIK
LOC121396267,TNIK
c1orf159.S,CA159
c1orf159.S,CA159
vax1.S,VAX1A
morn4.S,MORN4
morn4.S,MORN4
plekhg5.S,PKHG5
plekhg5.S,PKHG5
plekhg5.S,PKHG5
plekhg5.S,PKHG5
necap1.S,NECP1
necap1.S,NECP1
necap1.S,NECP1
LOC121396136,F135A
prpf31.S,PRP31
LOC108697723,ZSWM9
LOC108697723,ZSWM9
LOC108697723,ZSWM9
LOC108697723,ZSWM9
LOC108697723,ZSWM9
LOC108697723,ZSWM9
LOC108697723,ZSWM9
LOC108697723,ZSWM9
LOC108697723,ZSWM9
LOC108697723,ZSWM9
LOC108697723,ZSWM9
rnf223.S,RN223
rnf223.S,RN223
LOC108697305,ARHG5
LOC108697305,ARHG5
LOC108697326,CASP2
pcbd1.L,PHS
pcbd1.L,PHS
pcbd1.L,PHS
emc10.S,EMC10
emc10.S,EMC10
emc10.S,EMC10
emc10.S,EMC10
rps19.S,RS19
rps19.S,RS19
rps19.S,RS19
dna2.S,DNA2
axin2.S,AXNR
axin2.S,AXNR
kdelr1.S,ER21A
LOC121396190,A2MG
p3h3.S,P3H3
p3h3.S,P3H3
zfp91.S,ZFP91
zfp91.S,ZFP91
zfp91.S,ZFP91
LOC108706078,TR140
trnau1ap.S,TSAP1
ventx2.1.S,VEX1
kcnj1.S,KCNJ1
LOC108697140,TRY1
cyp26c1.S,CP26C
cyp26c1.S,CP26C
cyp26c1.S,CP26C
pten.S,PTEN
tfam.S,TFAM
spa17.S,SP17
LOC121396094,COPD
rnf207.S,RN207
aplp2.S,APLP2
aplp2.S,APLP2
aplp2.S,APLP2
aplp2.S,APLP2
aplp2.S,APLP2
aplp2.S,APLP2
aplp2.S,APLP2
LOC108697181,MGMT
LOC108705227,G6PT1
nkx3-3.S,ZAX
LOC108697652,TNFRSF4
p4ha1.S,P4HA1
p4ha1.S,P4HA1
p4ha1.S,P4HA1
p4ha1.S,P4HA1
p4ha1.S,P4HA1
cacng8.S,CCG8
phldb3.S,PHLB3
phldb3.S,PHLB3
phldb3.S,PHLB3
phldb3.S,PHLB3
phldb3.S,PHLB3
phldb3.S,PHLB3
phldb3.S,PHLB3
fli1.S,FLI1
fli1.S,FLI1
fli1.S,FLI1
slc35a3.2.S,S35A3
LOC108697464,DNMBP
anapc16.S,APC16
anapc16.S,APC16
usp5.S,UBP5
usp5.S,UBP5
LOC121396170,FPR2
slc17a7.S,VGLU1
LOC443585,MYH10
LOC443585,MYH10
LOC443585,MYH10
LOC443585,MYH10
LOC443585,MYH10
LOC443585,MYH10
LOC443585,MYH10
LOC443585,MYH10
LOC443585,MYH10
LOC121396459,ATP5L
LOC108697867,KLD7A
LOC108697867,KLD7A
zfand4.S,ZFAN4
upk1a.S,UPK1A
cd3g.S,CD3G
LOC121396161,TR140
LOC121396211,KPCD
LOC108697856,MINT
LOC108697856,MINT
LOC108697495,ZSWM8
LOC101027275,MBL2
LOC121396458,ATP5L
ncam1.S,NCA11
ncam1.S,NCA11
ncam1.S,NCA11
ncam1.S,NCA11
ncam1.S,NCA11
ncam1.S,NCA11
ncam1.S,NCA11
ncam1.S,NCA11
ncam1.S,NCA11
ncam1.S,NCA11
ncam1.S,NCA11
ncam1.S,NCA11
ncam1.S,NCA11
ncam1.S,NCA11
ncam1.S,NCA11
cpn1.S,CBPN
LOC108697245,LRC38
LOC108697674,CCD27
LOC108697674,CCD27
LOC108697674,CCD27
LOC108697674,CCD27
LOC108697674,CCD27
LOC108697674,CCD27
hp1bp3.S,HP1B3
hp1bp3.S,HP1B3
hp1bp3.S,HP1B3
hp1bp3.S,HP1B3
hp1bp3.S,HP1B3
hp1bp3.S,HP1B3
LOC108697923,OPSO
plod1.S,PLOD1
plod1.S,PLOD1
plod1.S,PLOD1
plod1.S,PLOD1
vwa2.S,VWA2
LOC108697287,KMT2B
ubr4.S,UBR4
ubr4.S,UBR4
ubr4.S,UBR4
ubr4.S,UBR4
ubr4.S,UBR4
ubr4.S,UBR4
ubr4.S,UBR4
ubr4.S,UBR4
ubr4.S,UBR4
ubr4.S,UBR4
LOC108697411,RRP5
LOC108697411,RRP5
LOC108697411,RRP5
LOC108697411,RRP5
LOC108697411,RRP5
LOC108697411,RRP5
LOC108697221,CABP2
LOC108697259,SHAN1
LOC108697259,SHAN1
LOC108697259,SHAN1
LOC108697259,SHAN1
rps9,RS9
fxyd2.S,ATNG
afap1l2.S,AF1L2
ddi2.S,DDI2
ddi2.S,DDI2
ascl2.S,ASCL1
ascl2.S,ASCL1
LOC108697808,BRSK2
LOC108697808,BRSK1
LOC108697808,BRSK2
LOC108697808,BRSK1
LOC108697808,BRSK1
LOC108697225,ASTRB
LOC108697225,ASTRB
LOC108697225,ASTRB
LOC108697225,ASTRB
LOC108697225,ASTRB
LOC108697225,ASTRB
LOC108697225,ASTRB
ccnj.S,CCNJ
LOC121396152,COPD
tmco4.S,TMCO4
tmco4.S,TMCO4
tyrobp.S,TYROBP
tyrobp.S,TYROBP
mib2.S,MIB2
mib2.S,MIB2
mib2.S,MIB2
LOC108705874,FEL
LOC121396233,KPCL
LOC108704925,NXPE4
LOC108704925,NXPE4
LOC108704925,NXPE4
LOC108704925,NXPE4
LOC108704925,NXPE4
LOC108706101,FFAR2
dyrk1a.2.L,DYR1A
dyrk1a.2.L,DYR1A
dyrk1a.2.L,DYR1A
dyrk1a.2.L,DYR1A
dyrk1a.2.L,DYR1A
LOC121396232,KPCL
LOC121396291,HXA4
ephb2.S,EPHB2
ephb2.S,EPHB2
ephb2.S,EPHB2
ephb2.S,EPHB2
ephb2.S,EPHB2
ephb2.S,EPHB2
ephb2.S,EPHB2
LOC121396017,HARB1
ankrd1.S,ANKR1
vps11.S,VPS11
LOC121396036,PNMA2
znf628.S,ZN628
cnot3.S,CNOT3
cnot3.S,CNOT3
cnot3.S,CNOT3
cnot3.S,CNOT3
cnot3.S,CNOT3
cnot3.S,CNOT3
cnot3.S,CNOT3
cnot3.S,CNOT3
cnot3.S,CNOT3
cnot3.S,CNOT3
cnot3.S,CNOT3
cnot3.S,CNOT3
cnot3.S,CNOT3
cnot3.S,CNOT3
cnot3.S,CNOT3
cnot3.S,CNOT3
LOC108705550,SIG12
LOC121396177,CML1
LOC121396215,RHG19
LOC108697860,F131C
ldb1.S,LDB1
ldb1.S,LDB1
ldb1.S,LDB1
ldb1.S,LDB1
ldb1.S,LDB1
ppp2r1a.S,2AAA
LOC121396583,PINLYP
ube2m.S,UBC12
LOC108697530,CEFIP
snx19.S,SNX19
ccdc6.S,CCDC6
LOC108697900,PLM
LOC108697900,PLM
bnip3.S,BNIP3
bnip3.S,BNIP3
aldh16a1.S,A16A1
nosip.S,NOSIP
nosip.S,NOSIP
LOC121396090,DIXC1
LOC108697433,PRM1A
syt15.S,SYT15
MGC78849,ZN384
MGC78849,ZN384
MGC78849,ZN384
MGC78849,ZN384
MGC78849,ZN384
MGC78849,ZN384
MGC78849,ZN384
MGC78849,ZN384
MGC78849,ZN384
MGC78849,ZN384
MGC78849,ZN384
MGC78849,ZN384
MGC78849,ZN384
MGC78849,ZN384
MGC78849,ZN384
MGC78849,ZN384
MGC78849,ZN384
MGC78849,ZN384
MGC78849,ZN384
MGC78849,ZN384
MGC78849,ZN384
MGC78849,ZN384
pex10.S,PX10A
pex10.S,PX10A
LOC121396603,CD22
il11.S,IL11
LOC121396582,LYPD5
LOC121396406,KPCD
unc5b.S,UN5BB
unc5b.S,UN5BB
unc5b.S,UN5BB
LOC108697144,PLEKHS1
LOC108697144,PLEKHS1
LOC108697144,PLEKHS1
XB989596.S,IFIT5
XB989596.S,IFIT5
XB989596.S,IFIT5
haus7.S,HAUS7
haus7.S,HAUS7
siae.S,SIAE
siae.S,SIAE
mcam.S,MUC18
LOC108703377,PLAC9
ventx3.2.S,VEX1
sbk3.S,SBK1
sbk3.S,SBK1
sbk3.S,SBK1
ccnl2.S,CCNL2
ccnl2.S,CCNL2
ccnl2.S,CCNL2
ccnl2.S,CCNL2
LOC108697471,ZFY27
LOC108697471,ZFY27
LOC108697471,ZFY27
LOC108697471,ZFY27
LOC108697471,ZFY27
LOC108697471,ZFY27
LOC108697471,ZFY27
LOC108697471,ZFY27
LOC108697471,ZFY27
kcna7.S,KCNA3
kcna7.S,KCNA3
ccser2.S,CCSE2
ccser2.S,CCSE2
ccser2.S,CCSE2
ccser2.S,CCSE2
ccser2.S,CCSE2
ccser2.S,CCSE2
ccser2.S,CCSE2
ccser2.S,CCSE2
ccser2.S,CCSE2
LOC108697147,A2ML1
gstk1.S,GSTK1
ppp2r2d.S,2ABD
camk2g.S,KCC2G
camk2g.S,KCC2G
camk2g.S,KCC2G
camk2g.S,KCC2G
camk2g.S,KCC2G
camk2g.S,KCC2G
camk2g.S,KCC2G
camk2g.S,KCC2G
camk2g.S,KCC2G
camk2g.S,KCC2G
camk2g.S,KCC2G
camk2g.S,KCC2G
camk2g.S,KCC2G
camk2g.S,KCC2G
camk2g.S,KCC2G
camk2g.S,KCC2G
camk2g.S,KCC2G
camk2g.S,KCC2G
camk2g.S,KCC2G
camk2g.S,KCC2G
camk2g.S,KCC2G
camk2g.S,KCC2G
camk2g.S,KCC2G
camk2g.S,KCC2G
camk2g.S,KCC2G
camk2g.S,KCC2G
camk2g.S,KCC2G
camk2g.S,KCC2G
camk2g.S,KCC2G
camk2g.S,KCC2G
camk2g.S,KCC2G
camk2g.S,KCC2G
dedd2.S,DEDD2
dedd2.S,DEDD2
wnt8b.S,WNT8B
wnt8b.S,WNT8B
LOC121396174,CML1
cd4.S,CD4
cd4.S,CD4
cd4.S,CD4
cd4.S,CD4
cd4.S,CD4
kmt2a.S,KMT2A
kmt2a.S,KMT2A
kmt2a.S,KMT2A
kmt2a.S,KMT2A
LOC121396070,COPD
LOC108697460,IFIT5
kif11.S,KI11B
lgi1.S,LGI1
lgi1.S,LGI1
sgms1.S,SMS1
tex36.S,TEX36
gpr26.S,GPR26
ptprh.S,PTPRH
ptprh.S,PTPRH
ptprh.S,PTPRH
LOC121396260,UBTD1
edrf1.S,EDRF1
edrf1.S,EDRF1
isoc2.S,ISOC2
isoc2.S,ISOC2
LOC108697661,SAS10
LOC108697661,SAS10
slc25a28.S,MFN2A
LOC108697549,RL21
tagln.S,TAGL
LOC121396599,KIRR3
LOC121396599,CD22
grwd1.S,GRWD1
smg9.S,SMG9
syt5.S,SYT1
syt5.S,SYT1
tmprss4.S,TMPS4
tmprss4.S,TMPS4
LOC121396396,KPCD
igsf9b.S,TUTLB
igsf9b.S,TUTLB
igsf9b.S,TUTLB
igsf9b.S,TUTLB
igsf9b.S,TUTLB
igsf9b.S,TUTLB
gsk3a.S,GSK3A
gsk3a.S,GSK3A
LOC108697743,TFPT
LOC108697743,TFPT
psap.S,SAP
psap.S,SAP
LOC121396638,CLCKB
noc2l.S,NOC2L
pex5.S,PEX5
pex5.S,PEX5
pex5.S,PEX5
pex5.S,PEX5
pex5.S,PEX5
capzb.S,CAPZB
capzb.S,CAPZB
XB5748694.S,BORG4
XB5748694.S,BORG4
nfkb2.S,NFKB2
nfkb2.S,NFKB2
nfkb2.S,NFKB2
pou2af1.S,OBF1
LOC108697866,FBX42
LOC108697268,TRPM4
mob2.2.S,MOB2
mob2.2.S,MOB2
mob2.2.S,MOB2
marveld1.S,MALD1
park7.S,PARK7
LOC108697889,FCGBP
snrnp70.S,RU17
LOC121396129,KPCD
LOC108704968,PINLYP
LOC108697536,PRP19
LOC108697925,CAHM1
drd1c.S,DRD1C
arhgef12.S,ARHGC
hes5.5.S,HES5
XB5789557.S,NNMT
LOC108705650,STK10
jakmip3.S,JKIP3
jakmip3.S,JKIP3
jakmip3.S,JKIP3
jakmip3.S,JKIP3
jakmip3.S,JKIP3
jakmip3.S,JKIP3
LOC121396292,HARB1
LOC121396292,HARB1
LOC121396400,KPCD
fgfbp3.S,FGFP3
LOC121396231,KPCL
LOC108697941,F135A
LOC108697941,F135A
ndst2.S,NDST2
col17a1.S,COHA1
col17a1.S,COHA1
LOC108697630,PLCH2
LOC108697630,PLCH2
LOC108697630,PLCH2
LOC108697630,PLCH2
LOC108697630,PLCH2
LOC108697630,PLCH2
LOC108697630,PLCH2
LOC108697630,PLCH2
LOC108697630,PLCH2
LOC108697630,PLCH2
cnnm2.S,CNNM2
cnnm2.S,CNNM2
cnnm2.S,CNNM2
LOC121396361,O5AR1
LOC108697590,CE164
LOC108697590,CE164
LOC108697590,CE164
LOC108697590,CE164
LOC108697590,CE164
LOC108697590,CE164
LOC108697590,CE164
LOC121396601,PRS6B
LOC121396601,PRS6B
LOC121396601,PRS6B
ldb3.S,LDB3
ldb3.S,LDB3
ldb3.S,LDB3
ldb3.S,LDB3
ldb3.S,LDB3
ldb3.S,LDB3
ldb3.S,LDB3
ldb3.S,LDB3
ldb3.S,LDB3
ldb3.S,LDB3
ldb3.S,LDB3
ldb3.S,LDB3
ldb3.S,LDB3
ldb3.S,LDB3
ldb3.S,LDB3
ldb3.S,LDB3
ldb3.S,LDB3
ldb3.S,LDB3
bccip.S,BCCIP
hbox10.S,NOBOX
nrbf2.S,NRBF2
nrbf2.S,NRBF2
padi4.S,PADI1
padi4.S,PADI1
padi4.S,PADI1
LOC100101278,HS30D
myadm.S,MYADM
LOC121396468,SIDT2
LOC108697493,PAX2A
LOC108697493,PAX2
LOC108697493,PAX2B
LOC108697493,PAX2B
LOC108697493,PAX2A
LOC108697493,PAX2B
LOC108697493,PAX2A
LOC108697493,PAX2B
LOC108697493,PAX2B
LOC108697493,PAX2B
LOC108697493,PAX2B
LOC108697493,PAX2B
atoh7.S,ATO7A
cep250.S,CP250
cep250.S,CP250
LOC121396266,LOX5
LOC121396266,LOX5
dusp11.2.S,DUS11
hmbs.2.S,HEM3
hmbs.2.S,HEM3
got1.S,AATC
LOC108697472,ZMAT4
LOC108697472,ZMAT4
LOC108697472,ZMAT4
LOC108697472,ZMAT4
xilr2.S,IGSF1
spock2.S,TICN2
LOC121396062,SIGLEC10
otud3.L,OTUD3
otud3.L,OTUD3
fut2.S,FUT2
rps9.S,RS9
rps9.S,RS9
rps9.S,RS9
epn1.S,EPN1
epn1.S,EPN1
epn1.S,EPN1
epn1.S,EPN1
epn1.S,EPN1
epn1.S,EPN1
epn1.S,EPN1
epn1.S,EPN1
epn1.S,EPN1
epn1.S,EPN1
epn1.S,EPN1
epn1.S,EPN1
LOC121396390,RHG19
LOC121396048,V2R1
robo4.S,ROBO4
robo4.S,ROBO4
robo4.S,ROBO4
plekha4.S,PKHA7
plekha4.S,PKHA7
plekha4.S,PKHA7
plekha4.S,PKHA7
plekha4.S,PKHA7
plekha4.S,PKHA7
wbp1l.S,WBP1L
wbp1l.S,WBP1L
LOC108697831,CPT1A
LOC108697831,CPT1A
LOC108697831,CPT1A
LOC108697831,CPT1A
ptpn11b.S,PTN11
LOC108697649,GOLI4
LOC108697649,GOLI4
LOC108697649,GOLI4
LOC108697649,GOLI4
LOC108697649,GOLI4
LOC108697649,GOLI4
LOC121396288,PHS
LOC121396288,PHS
LOC121396288,PHS
LOC108697741,PP12C
LOC108697741,PP12C
LOC108697741,PP12C
LOC108697741,PP12C
LOC108697741,PP12C
LOC108697741,PP12C
LOC108697741,PP12C
LOC108697741,PP12C
LOC108697741,PP12C
LOC108697741,PP12C
LOC108697741,PP12C
LOC108697741,PP12C
LOC108697741,PP12C
LOC108697741,PP12C
tomm40.S,TOM40
sncg.S,SNCG
LOC108697662,PPIH
LOC108697662,PPIH
ndufb8.S,NDUB8
fth1.1.S,FRIHB
agmat.S,SPEB
nbl1.S,NBL1
LOC121396273,MYOF
ruvbl2.S,RUVB2
ruvbl2.S,RUVB2
LOC108697648,FND10
nodal.S,NOD4A
atp5mk.S,ATPMK
LOC108705384,LIPA3
LOC108705384,LIPA3
LOC108705384,LIPA3
cisd1.S,CISD1
LOC108697466,MFRN2
spib.S,SPIB
nkapd1.S,NKAP1
nkapd1.S,NKAP1
nkapd1.S,NKAP1
LOC108706245,MYOF
LOC121396049,TLR13
mmel1.S,MMEL1
mmel1.S,MMEL1
mmel1.S,MMEL1
LOC108697842,ARHGJ
LOC108697842,ARHGJ
LOC108697842,ARHGJ
LOC108697699,KLH21
LOC108697699,KLH21
LOC108697699,KLH21
LOC108697699,KLH21
LOC108697699,KLH21
LOC108697699,KLH21
LOC108697699,KLH21
